year,quarter,emission_medium,pollutant_type,quantity_kg,location,regulatory_limit_kg,monitoring_method,discharge_point,exceedance_flag,facility_type,unit,permit_id,regulator,lab_accreditation,test_report_id
2023,Q4,Water,COD,6.98,Kandla Terminal,2800.0,Auto-sampler 24h composite,KAN-W-9382,No,Logistics,kg,PCB-KAND-16004,KSPCB (Karnataka),ISO 17025,TR-2023Q4-915124
2023,Q4,Water,TSS,6.83,Kandla Terminal,1800.0,Auto-sampler 24h composite,KAN-W-4528,No,Logistics,kg,PCB-KAND-16004,OSPCB (Odisha),ISO 17025,TR-2023Q4-767347
2023,Q4,Water,Oil & Grease,0.43,Kandla Terminal,160.0,Auto-sampler 24h composite,KAN-W-9987,No,Logistics,kg,PCB-KAND-16004,MPCB (Maharashtra),ISO 17025,TR-2023Q4-169661
2023,Q4,Water,Total Nitrogen,0.85,Kandla Terminal,360.0,Manual grab sampling,KAN-W-2221,No,Logistics,kg,PCB-KAND-16004,OSPCB (Odisha),NABL + ISO 17025,TR-2023Q4-581750
2023,Q4,Water,Total Phosphorus,0.3,Kandla Terminal,112.0,Manual grab sampling,KAN-W-7096,No,Logistics,kg,PCB-KAND-16004,WBPCB (West Bengal),NABL,TR-2023Q4-503431
2023,Q4,Land,Hazardous Sludge,5.6,Kandla Terminal,2480.0,Manifest reconciliation,KAN-L-4401,No,Logistics,kg,PCB-KAND-24633,MPCB (Maharashtra),External — DNV,TR-2023Q4-071370
2023,Q4,Land,Spent Catalyst,5.07,Kandla Terminal,1600.0,Weighbridge data,KAN-L-5500,No,Logistics,kg,PCB-KAND-24633,TNPCB (Tamil Nadu),NABL,TR-2023Q4-922785
2023,Q4,Air,NOx,8.77,Tuticorin Port Cluster,3600.0,CEMS — Continuous,TUT-A-7838,No,Logistics,kg,PCB-TUTI-94638,APPCB (Andhra Pradesh),ISO 17025,TR-2023Q4-201899
2023,Q4,Air,SOx,16.67,Tuticorin Port Cluster,4400.0,CEMS — Continuous,TUT-A-6012,No,Logistics,kg,PCB-TUTI-94638,MPCB (Maharashtra),NABL,TR-2023Q4-964640
2023,Q4,Air,PM10,2.6,Tuticorin Port Cluster,720.0,Manual stack sampling,TUT-A-8854,No,Logistics,kg,PCB-TUTI-94638,MPCB (Maharashtra),NABL,TR-2023Q4-853015
2023,Q4,Air,PM2.5,1.05,Tuticorin Port Cluster,440.0,CEMS — Continuous,TUT-A-8976,No,Logistics,kg,PCB-TUTI-94638,WBPCB (West Bengal),NABL,TR-2023Q4-491925
2023,Q4,Air,VOC,3.53,Tuticorin Port Cluster,1280.0,CEMS — Continuous,TUT-A-9118,No,Logistics,kg,PCB-TUTI-94638,CPCB (Central PCB),ISO 17025,TR-2023Q4-209331
2023,Q4,Air,CO,1.53,Tuticorin Port Cluster,560.0,CEMS — Continuous,TUT-A-1300,No,Logistics,kg,PCB-TUTI-94638,TNPCB (Tamil Nadu),NABL,TR-2023Q4-609433
2023,Q4,Air,NH3,0.79,Tuticorin Port Cluster,248.0,CEMS — Continuous,TUT-A-1679,No,Logistics,kg,PCB-TUTI-94638,MPCB (Maharashtra),NABL,TR-2023Q4-562980
2023,Q4,Water,BOD,4.08,Tuticorin Port Cluster,1000.0,Auto-sampler 24h composite,TUT-W-4937,No,Logistics,kg,PCB-TUTI-22569,TNPCB (Tamil Nadu),MoEF Recognised,TR-2023Q4-939149
2023,Q4,Water,COD,11.16,Tuticorin Port Cluster,2800.0,Auto-sampler 24h composite,TUT-W-4936,No,Logistics,kg,PCB-TUTI-22569,TNPCB (Tamil Nadu),NABL,TR-2023Q4-717377
2023,Q4,Water,TSS,6.29,Tuticorin Port Cluster,1800.0,Auto-sampler 24h composite,TUT-W-6770,No,Logistics,kg,PCB-TUTI-22569,CPCB (Central PCB),External — DNV,TR-2023Q4-014629
2023,Q4,Water,Oil & Grease,0.46,Tuticorin Port Cluster,160.0,Auto-sampler 24h composite,TUT-W-9817,No,Logistics,kg,PCB-TUTI-22569,CPCB (Central PCB),MoEF Recognised,TR-2023Q4-200547
2023,Q4,Water,Total Nitrogen,0.92,Tuticorin Port Cluster,360.0,Auto-sampler 24h composite,TUT-W-4566,No,Logistics,kg,PCB-TUTI-22569,GPCB (Gujarat),NABL + ISO 17025,TR-2023Q4-719329
2023,Q4,Water,Total Phosphorus,0.32,Tuticorin Port Cluster,112.0,Auto-sampler 24h composite,TUT-W-9569,No,Logistics,kg,PCB-TUTI-22569,OSPCB (Odisha),NABL + ISO 17025,TR-2023Q4-523348
2023,Q4,Land,Hazardous Sludge,5.68,Tuticorin Port Cluster,2480.0,Manifest reconciliation,TUT-L-8805,No,Logistics,kg,PCB-TUTI-25078,APPCB (Andhra Pradesh),External — DNV,TR-2023Q4-907449
2023,Q4,Land,Spent Catalyst,5.63,Tuticorin Port Cluster,1600.0,Lab analysis,TUT-L-9968,No,Logistics,kg,PCB-TUTI-25078,GPCB (Gujarat),ISO 17025,TR-2023Q4-419391
2023,Q4,Air,NOx,6.95,Pune R&D Center,1800.0,CEMS — Continuous,PUN-A-6932,No,R&D,kg,PCB-PUNE-71862,GPCB (Gujarat),External — DNV,TR-2023Q4-325786
2023,Q4,Air,SOx,7.88,Pune R&D Center,2200.0,CEMS — Continuous,PUN-A-5106,No,R&D,kg,PCB-PUNE-71862,MPCB (Maharashtra),NABL,TR-2023Q4-088528
2023,Q4,Air,PM10,1.37,Pune R&D Center,360.0,CEMS — Continuous,PUN-A-8843,No,R&D,kg,PCB-PUNE-71862,OSPCB (Odisha),NABL + ISO 17025,TR-2023Q4-442765
2023,Q4,Air,PM2.5,0.83,Pune R&D Center,220.0,CEMS — Continuous,PUN-A-7943,No,R&D,kg,PCB-PUNE-71862,CPCB (Central PCB),NABL,TR-2023Q4-654381
2023,Q4,Air,VOC,3.01,Pune R&D Center,640.0,CEMS — Continuous,PUN-A-1024,No,R&D,kg,PCB-PUNE-71862,MPCB (Maharashtra),External — DNV,TR-2023Q4-333218
2023,Q4,Air,CO,1.18,Pune R&D Center,280.0,CEMS — Continuous,PUN-A-7397,No,R&D,kg,PCB-PUNE-71862,KSPCB (Karnataka),ISO 17025,TR-2023Q4-385740
2023,Q4,Air,NH3,0.51,Pune R&D Center,124.0,Manual stack sampling,PUN-A-4843,No,R&D,kg,PCB-PUNE-71862,CPCB (Central PCB),External — DNV,TR-2023Q4-313132
2023,Q4,Water,BOD,2.19,Pune R&D Center,500.0,Auto-sampler 24h composite,PUN-W-9889,No,R&D,kg,PCB-PUNE-34998,GPCB (Gujarat),ISO 17025,TR-2023Q4-693436
2023,Q4,Water,COD,5.12,Pune R&D Center,1400.0,Auto-sampler 24h composite,PUN-W-8762,No,R&D,kg,PCB-PUNE-34998,CPCB (Central PCB),External — DNV,TR-2023Q4-408927
2023,Q4,Water,TSS,3.08,Pune R&D Center,900.0,Manual grab sampling,PUN-W-3072,No,R&D,kg,PCB-PUNE-34998,MPCB (Maharashtra),External — DNV,TR-2023Q4-639414
2023,Q4,Water,Oil & Grease,0.35,Pune R&D Center,80.0,Auto-sampler 24h composite,PUN-W-4515,No,R&D,kg,PCB-PUNE-34998,CPCB (Central PCB),MoEF Recognised,TR-2023Q4-174667
2023,Q4,Water,Total Nitrogen,0.7,Pune R&D Center,180.0,Auto-sampler 24h composite,PUN-W-9868,No,R&D,kg,PCB-PUNE-34998,MPCB (Maharashtra),External — DNV,TR-2023Q4-847380
2023,Q4,Water,Total Phosphorus,0.17,Pune R&D Center,56.0,Online TOC analyser,PUN-W-5257,No,R&D,kg,PCB-PUNE-34998,CPCB (Central PCB),ISO 17025,TR-2023Q4-769061
2023,Q4,Land,Hazardous Sludge,4.29,Pune R&D Center,1240.0,Lab analysis,PUN-L-3199,No,R&D,kg,PCB-PUNE-14361,KSPCB (Karnataka),External — DNV,TR-2023Q4-286636
2023,Q4,Land,Spent Catalyst,2.9,Pune R&D Center,800.0,Weighbridge data,PUN-L-3644,No,R&D,kg,PCB-PUNE-14361,CPCB (Central PCB),NABL,TR-2023Q4-464003
2023,Q4,Air,NOx,5.36,Bengaluru Tech Park,1800.0,CEMS — Continuous,BEN-A-6358,No,R&D,kg,PCB-BENG-25308,APPCB (Andhra Pradesh),External — DNV,TR-2023Q4-198324
2023,Q4,Air,SOx,8.01,Bengaluru Tech Park,2200.0,CEMS — Continuous,BEN-A-6009,No,R&D,kg,PCB-BENG-25308,GPCB (Gujarat),External — DNV,TR-2023Q4-691353
2023,Q4,Air,PM10,1.39,Bengaluru Tech Park,360.0,CEMS — Continuous,BEN-A-5342,No,R&D,kg,PCB-BENG-25308,OSPCB (Odisha),NABL,TR-2023Q4-031151
2023,Q4,Air,PM2.5,0.52,Bengaluru Tech Park,220.0,CEMS — Continuous,BEN-A-2444,No,R&D,kg,PCB-BENG-25308,CPCB (Central PCB),ISO 17025,TR-2023Q4-637824
2023,Q4,Air,VOC,2.01,Bengaluru Tech Park,640.0,Manual stack sampling,BEN-A-2302,No,R&D,kg,PCB-BENG-25308,GPCB (Gujarat),ISO 17025,TR-2023Q4-525361
2023,Q4,Air,CO,0.81,Bengaluru Tech Park,280.0,CEMS — Continuous,BEN-A-3896,No,R&D,kg,PCB-BENG-25308,WBPCB (West Bengal),ISO 17025,TR-2023Q4-274733
2023,Q4,Air,NH3,0.45,Bengaluru Tech Park,124.0,CEMS — Continuous,BEN-A-3645,No,R&D,kg,PCB-BENG-25308,OSPCB (Odisha),MoEF Recognised,TR-2023Q4-191685
2023,Q4,Water,BOD,2.02,Bengaluru Tech Park,500.0,Auto-sampler 24h composite,BEN-W-9655,No,R&D,kg,PCB-BENG-16111,KSPCB (Karnataka),NABL + ISO 17025,TR-2023Q4-396340
2023,Q4,Water,COD,5.64,Bengaluru Tech Park,1400.0,Auto-sampler 24h composite,BEN-W-1782,No,R&D,kg,PCB-BENG-16111,GPCB (Gujarat),MoEF Recognised,TR-2023Q4-293976
2023,Q4,Water,TSS,2.95,Bengaluru Tech Park,900.0,Online TOC analyser,BEN-W-2488,No,R&D,kg,PCB-BENG-16111,OSPCB (Odisha),MoEF Recognised,TR-2023Q4-591227
2023,Q4,Water,Oil & Grease,0.3,Bengaluru Tech Park,80.0,Manual grab sampling,BEN-W-5901,No,R&D,kg,PCB-BENG-16111,KSPCB (Karnataka),External — DNV,TR-2023Q4-777145
2023,Q4,Water,Total Nitrogen,0.67,Bengaluru Tech Park,180.0,Auto-sampler 24h composite,BEN-W-5332,No,R&D,kg,PCB-BENG-16111,MPCB (Maharashtra),MoEF Recognised,TR-2023Q4-895567
2023,Q4,Water,Total Phosphorus,0.22,Bengaluru Tech Park,56.0,Auto-sampler 24h composite,BEN-W-5287,No,R&D,kg,PCB-BENG-16111,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2023Q4-125338
2023,Q4,Land,Hazardous Sludge,3.68,Bengaluru Tech Park,1240.0,Lab analysis,BEN-L-1998,No,R&D,kg,PCB-BENG-88043,WBPCB (West Bengal),NABL,TR-2023Q4-009542
2023,Q4,Land,Spent Catalyst,2.32,Bengaluru Tech Park,800.0,Lab analysis,BEN-L-4845,No,R&D,kg,PCB-BENG-88043,CPCB (Central PCB),ISO 17025,TR-2023Q4-735704
2023,Q4,Air,NOx,5.28,Surat Polymer Lab,1800.0,CEMS — Continuous,SUR-A-7396,No,R&D,kg,PCB-SURA-96834,MPCB (Maharashtra),External — DNV,TR-2023Q4-080777
2023,Q4,Air,SOx,6.77,Surat Polymer Lab,2200.0,CEMS — Continuous,SUR-A-9046,No,R&D,kg,PCB-SURA-96834,CPCB (Central PCB),NABL,TR-2023Q4-467509
2023,Q4,Air,PM10,1.11,Surat Polymer Lab,360.0,Manual stack sampling,SUR-A-6204,No,R&D,kg,PCB-SURA-96834,TNPCB (Tamil Nadu),ISO 17025,TR-2023Q4-570339
2023,Q4,Air,PM2.5,0.7,Surat Polymer Lab,220.0,CEMS — Continuous,SUR-A-1582,No,R&D,kg,PCB-SURA-96834,APPCB (Andhra Pradesh),ISO 17025,TR-2023Q4-790750
2023,Q4,Air,VOC,2.24,Surat Polymer Lab,640.0,CEMS — Continuous,SUR-A-1440,No,R&D,kg,PCB-SURA-96834,KSPCB (Karnataka),NABL + ISO 17025,TR-2023Q4-118151
2023,Q4,Air,CO,0.66,Surat Polymer Lab,280.0,CEMS — Continuous,SUR-A-9858,No,R&D,kg,PCB-SURA-96834,MPCB (Maharashtra),ISO 17025,TR-2023Q4-673242
2023,Q4,Air,NH3,0.26,Surat Polymer Lab,124.0,CEMS — Continuous,SUR-A-1109,No,R&D,kg,PCB-SURA-96834,GPCB (Gujarat),ISO 17025,TR-2023Q4-601301
2023,Q4,Water,BOD,1.4,Surat Polymer Lab,500.0,Online TOC analyser,SUR-W-8793,No,R&D,kg,PCB-SURA-96637,OSPCB (Odisha),NABL,TR-2023Q4-032235
2023,Q4,Water,COD,4.26,Surat Polymer Lab,1400.0,Online TOC analyser,SUR-W-1080,No,R&D,kg,PCB-SURA-96637,CPCB (Central PCB),MoEF Recognised,TR-2023Q4-937488
2023,Q4,Water,TSS,2.31,Surat Polymer Lab,900.0,Manual grab sampling,SUR-W-1626,No,R&D,kg,PCB-SURA-96637,GPCB (Gujarat),NABL,TR-2023Q4-837347
2023,Q4,Water,Oil & Grease,0.2,Surat Polymer Lab,80.0,Manual grab sampling,SUR-W-5961,No,R&D,kg,PCB-SURA-96637,MPCB (Maharashtra),External — DNV,TR-2023Q4-420658
2023,Q4,Water,Total Nitrogen,0.37,Surat Polymer Lab,180.0,Auto-sampler 24h composite,SUR-W-8550,No,R&D,kg,PCB-SURA-96637,OSPCB (Odisha),ISO 17025,TR-2023Q4-499035
2023,Q4,Water,Total Phosphorus,0.15,Surat Polymer Lab,56.0,Auto-sampler 24h composite,SUR-W-4425,No,R&D,kg,PCB-SURA-96637,CPCB (Central PCB),MoEF Recognised,TR-2023Q4-577354
2023,Q4,Land,Hazardous Sludge,3.73,Surat Polymer Lab,1240.0,Manifest reconciliation,SUR-L-1753,No,R&D,kg,PCB-SURA-27274,CPCB (Central PCB),External — DNV,TR-2023Q4-190126
2023,Q4,Land,Spent Catalyst,2.17,Surat Polymer Lab,800.0,Manifest reconciliation,SUR-L-5090,No,R&D,kg,PCB-SURA-27274,OSPCB (Odisha),External — DNV,TR-2023Q4-012759
2023,Q4,Air,NOx,4.89,Hyderabad Catalysis Lab,1800.0,CEMS — Continuous,HYD-A-3585,No,R&D,kg,PCB-HYDE-37532,OSPCB (Odisha),NABL + ISO 17025,TR-2023Q4-136974
2023,Q4,Air,SOx,4.6,Hyderabad Catalysis Lab,2200.0,CEMS — Continuous,HYD-A-5411,No,R&D,kg,PCB-HYDE-37532,CPCB (Central PCB),MoEF Recognised,TR-2023Q4-548381
2023,Q4,Air,PM10,0.91,Hyderabad Catalysis Lab,360.0,Manual stack sampling,HYD-A-2569,No,R&D,kg,PCB-HYDE-37532,CPCB (Central PCB),ISO 17025,TR-2023Q4-436756
2023,Q4,Air,PM2.5,0.52,Hyderabad Catalysis Lab,220.0,Manual stack sampling,HYD-A-5089,No,R&D,kg,PCB-HYDE-37532,OSPCB (Odisha),ISO 17025,TR-2023Q4-474049
2023,Q4,Air,VOC,1.79,Hyderabad Catalysis Lab,640.0,CEMS — Continuous,HYD-A-5075,No,R&D,kg,PCB-HYDE-37532,GPCB (Gujarat),MoEF Recognised,TR-2023Q4-938045
2023,Q4,Air,CO,0.75,Hyderabad Catalysis Lab,280.0,Manual stack sampling,HYD-A-4365,No,R&D,kg,PCB-HYDE-37532,CPCB (Central PCB),External — DNV,TR-2023Q4-591557
2023,Q4,Air,NH3,0.26,Hyderabad Catalysis Lab,124.0,Manual stack sampling,HYD-A-9872,No,R&D,kg,PCB-HYDE-37532,APPCB (Andhra Pradesh),External — DNV,TR-2023Q4-604369
2023,Q4,Water,BOD,1.1,Hyderabad Catalysis Lab,500.0,Auto-sampler 24h composite,HYD-W-5210,No,R&D,kg,PCB-HYDE-97224,WBPCB (West Bengal),External — DNV,TR-2023Q4-302764
2023,Q4,Water,COD,3.48,Hyderabad Catalysis Lab,1400.0,Auto-sampler 24h composite,HYD-W-2488,No,R&D,kg,PCB-HYDE-97224,KSPCB (Karnataka),NABL,TR-2023Q4-470594
2023,Q4,Water,TSS,1.65,Hyderabad Catalysis Lab,900.0,Online TOC analyser,HYD-W-7043,No,R&D,kg,PCB-HYDE-97224,OSPCB (Odisha),External — DNV,TR-2023Q4-497651
2023,Q4,Water,Oil & Grease,0.17,Hyderabad Catalysis Lab,80.0,Auto-sampler 24h composite,HYD-W-9544,No,R&D,kg,PCB-HYDE-97224,TNPCB (Tamil Nadu),MoEF Recognised,TR-2023Q4-683569
2023,Q4,Water,Total Nitrogen,0.44,Hyderabad Catalysis Lab,180.0,Auto-sampler 24h composite,HYD-W-9649,No,R&D,kg,PCB-HYDE-97224,CPCB (Central PCB),NABL + ISO 17025,TR-2023Q4-387527
2023,Q4,Water,Total Phosphorus,0.15,Hyderabad Catalysis Lab,56.0,Auto-sampler 24h composite,HYD-W-9842,No,R&D,kg,PCB-HYDE-97224,OSPCB (Odisha),ISO 17025,TR-2023Q4-159734
2023,Q4,Land,Hazardous Sludge,3.26,Hyderabad Catalysis Lab,1240.0,Lab analysis,HYD-L-6357,No,R&D,kg,PCB-HYDE-99733,TNPCB (Tamil Nadu),External — DNV,TR-2023Q4-345729
2023,Q4,Land,Spent Catalyst,1.26,Hyderabad Catalysis Lab,800.0,Manifest reconciliation,HYD-L-3416,No,R&D,kg,PCB-HYDE-99733,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2023Q4-981111
2024,Q1,Air,NOx,313.08,Hazira Refinery,12600.0,CEMS — Continuous,HAZ-A-8057,No,Refinery,kg,PCB-HAZI-36835,APPCB (Andhra Pradesh),MoEF Recognised,TR-2024Q1-800009
2024,Q1,Air,SOx,252.44,Hazira Refinery,15400.0,CEMS — Continuous,HAZ-A-6231,No,Refinery,kg,PCB-HAZI-36835,CPCB (Central PCB),NABL,TR-2024Q1-037268
2024,Q1,Air,PM10,51.26,Hazira Refinery,2520.0,Manual stack sampling,HAZ-A-7718,No,Refinery,kg,PCB-HAZI-36835,WBPCB (West Bengal),NABL,TR-2024Q1-227591
2024,Q1,Air,PM2.5,35.8,Hazira Refinery,1540.0,CEMS — Continuous,HAZ-A-2060,No,Refinery,kg,PCB-HAZI-36835,OSPCB (Odisha),NABL,TR-2024Q1-540819
2024,Q1,Air,VOC,101.24,Hazira Refinery,4480.0,CEMS — Continuous,HAZ-A-8899,No,Refinery,kg,PCB-HAZI-36835,GPCB (Gujarat),ISO 17025,TR-2024Q1-523695
2024,Q1,Air,CO,32.18,Hazira Refinery,1960.0,CEMS — Continuous,HAZ-A-8216,No,Refinery,kg,PCB-HAZI-36835,TNPCB (Tamil Nadu),External — DNV,TR-2024Q1-849823
2024,Q1,Air,NH3,15.88,Hazira Refinery,868.0,Manual stack sampling,HAZ-A-1770,No,Refinery,kg,PCB-HAZI-36835,KSPCB (Karnataka),ISO 17025,TR-2024Q1-882068
2024,Q1,Water,BOD,59.95,Hazira Refinery,3500.0,Manual grab sampling,HAZ-W-1150,No,Refinery,kg,PCB-HAZI-79793,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2024Q1-852185
2024,Q1,Water,COD,190.33,Hazira Refinery,9800.0,Auto-sampler 24h composite,HAZ-W-2277,No,Refinery,kg,PCB-HAZI-79793,KSPCB (Karnataka),MoEF Recognised,TR-2024Q1-073958
2024,Q1,Water,TSS,138.56,Hazira Refinery,6300.0,Auto-sampler 24h composite,HAZ-W-2983,No,Refinery,kg,PCB-HAZI-79793,CPCB (Central PCB),ISO 17025,TR-2024Q1-776706
2024,Q1,Water,Oil & Grease,10.18,Hazira Refinery,560.0,Manual grab sampling,HAZ-W-6524,No,Refinery,kg,PCB-HAZI-79793,GPCB (Gujarat),External — DNV,TR-2024Q1-351798
2024,Q1,Water,Total Nitrogen,22.54,Hazira Refinery,1260.0,Online TOC analyser,HAZ-W-4709,No,Refinery,kg,PCB-HAZI-79793,WBPCB (West Bengal),NABL,TR-2024Q1-470389
2024,Q1,Water,Total Phosphorus,6.34,Hazira Refinery,392.0,Auto-sampler 24h composite,HAZ-W-5782,No,Refinery,kg,PCB-HAZI-79793,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2024Q1-757403
2024,Q1,Water,Heavy Metals (Pb),0.63,Hazira Refinery,44.8,Manual grab sampling,HAZ-W-5008,No,Refinery,kg,PCB-HAZI-79793,TNPCB (Tamil Nadu),NABL,TR-2024Q1-303479
2024,Q1,Water,Heavy Metals (Hg),0.14,Hazira Refinery,11.2,Online TOC analyser,HAZ-W-4443,No,Refinery,kg,PCB-HAZI-79793,APPCB (Andhra Pradesh),MoEF Recognised,TR-2024Q1-940183
2024,Q1,Land,Hazardous Sludge,202.04,Hazira Refinery,8680.0,Manifest reconciliation,HAZ-L-2506,No,Refinery,kg,PCB-HAZI-10430,TNPCB (Tamil Nadu),NABL,TR-2024Q1-062011
2024,Q1,Land,Spent Catalyst,130.42,Hazira Refinery,5600.0,Lab analysis,HAZ-L-7267,No,Refinery,kg,PCB-HAZI-10430,GPCB (Gujarat),NABL,TR-2024Q1-239378
2024,Q1,Air,NOx,222.95,Jamnagar Polymer Plant,10800.0,CEMS — Continuous,JAM-A-8241,No,Petchem,kg,PCB-JAMN-23828,OSPCB (Odisha),NABL,TR-2024Q1-612507
2024,Q1,Air,SOx,236.97,Jamnagar Polymer Plant,13200.0,CEMS — Continuous,JAM-A-8201,No,Petchem,kg,PCB-JAMN-23828,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2024Q1-222322
2024,Q1,Air,PM10,30.83,Jamnagar Polymer Plant,2160.0,CEMS — Continuous,JAM-A-5359,No,Petchem,kg,PCB-JAMN-23828,OSPCB (Odisha),NABL,TR-2024Q1-961390
2024,Q1,Air,PM2.5,19.96,Jamnagar Polymer Plant,1320.0,CEMS — Continuous,JAM-A-2427,No,Petchem,kg,PCB-JAMN-23828,TNPCB (Tamil Nadu),External — DNV,TR-2024Q1-749606
2024,Q1,Air,VOC,67.38,Jamnagar Polymer Plant,3840.0,CEMS — Continuous,JAM-A-2285,No,Petchem,kg,PCB-JAMN-23828,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2024Q1-467012
2024,Q1,Air,CO,33.53,Jamnagar Polymer Plant,1680.0,CEMS — Continuous,JAM-A-1703,No,Petchem,kg,PCB-JAMN-23828,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2024Q1-867114
2024,Q1,Air,NH3,13.81,Jamnagar Polymer Plant,744.0,CEMS — Continuous,JAM-A-3534,No,Petchem,kg,PCB-JAMN-23828,OSPCB (Odisha),NABL,TR-2024Q1-820661
2024,Q1,Water,BOD,55.69,Jamnagar Polymer Plant,3000.0,Manual grab sampling,JAM-W-7463,No,Petchem,kg,PCB-JAMN-86369,KSPCB (Karnataka),MoEF Recognised,TR-2024Q1-237928
2024,Q1,Water,COD,171.4,Jamnagar Polymer Plant,8400.0,Auto-sampler 24h composite,JAM-W-9235,No,Petchem,kg,PCB-JAMN-86369,MPCB (Maharashtra),External — DNV,TR-2024Q1-636263
2024,Q1,Water,TSS,99.46,Jamnagar Polymer Plant,5400.0,Manual grab sampling,JAM-W-2471,No,Petchem,kg,PCB-JAMN-86369,TNPCB (Tamil Nadu),External — DNV,TR-2024Q1-488486
2024,Q1,Water,Oil & Grease,6.31,Jamnagar Polymer Plant,480.0,Auto-sampler 24h composite,JAM-W-3837,No,Petchem,kg,PCB-JAMN-86369,TNPCB (Tamil Nadu),MoEF Recognised,TR-2024Q1-630175
2024,Q1,Water,Total Nitrogen,13.31,Jamnagar Polymer Plant,1080.0,Auto-sampler 24h composite,JAM-W-7396,No,Petchem,kg,PCB-JAMN-86369,KSPCB (Karnataka),ISO 17025,TR-2024Q1-619724
2024,Q1,Water,Total Phosphorus,6.66,Jamnagar Polymer Plant,336.0,Online TOC analyser,JAM-W-3095,No,Petchem,kg,PCB-JAMN-86369,WBPCB (West Bengal),NABL,TR-2024Q1-224570
2024,Q1,Water,Heavy Metals (Pb),0.62,Jamnagar Polymer Plant,38.4,Auto-sampler 24h composite,JAM-W-9096,No,Petchem,kg,PCB-JAMN-86369,WBPCB (West Bengal),NABL + ISO 17025,TR-2024Q1-056829
2024,Q1,Water,Heavy Metals (Hg),0.11,Jamnagar Polymer Plant,9.6,Manual grab sampling,JAM-W-3998,No,Petchem,kg,PCB-JAMN-86369,CPCB (Central PCB),ISO 17025,TR-2024Q1-171067
2024,Q1,Land,Hazardous Sludge,117.34,Jamnagar Polymer Plant,7440.0,Weighbridge data,JAM-L-2598,No,Petchem,kg,PCB-JAMN-44268,APPCB (Andhra Pradesh),ISO 17025,TR-2024Q1-350231
2024,Q1,Land,Spent Catalyst,57.91,Jamnagar Polymer Plant,4800.0,Lab analysis,JAM-L-4245,No,Petchem,kg,PCB-JAMN-44268,GPCB (Gujarat),NABL + ISO 17025,TR-2024Q1-677072
2024,Q1,Air,NOx,93.6,Vadodara Chemicals,10800.0,CEMS — Continuous,VAD-A-2738,No,Petchem,kg,PCB-VADO-35705,GPCB (Gujarat),NABL,TR-2024Q1-129352
2024,Q1,Air,SOx,135.34,Vadodara Chemicals,13200.0,CEMS — Continuous,VAD-A-4564,No,Petchem,kg,PCB-VADO-35705,WBPCB (West Bengal),MoEF Recognised,TR-2024Q1-892093
2024,Q1,Air,PM10,17.11,Vadodara Chemicals,2160.0,Manual stack sampling,VAD-A-7103,No,Petchem,kg,PCB-VADO-35705,KSPCB (Karnataka),External — DNV,TR-2024Q1-639199
2024,Q1,Air,PM2.5,12.49,Vadodara Chemicals,1320.0,CEMS — Continuous,VAD-A-1727,No,Petchem,kg,PCB-VADO-35705,KSPCB (Karnataka),ISO 17025,TR-2024Q1-850815
2024,Q1,Air,VOC,35.01,Vadodara Chemicals,3840.0,CEMS — Continuous,VAD-A-5922,No,Petchem,kg,PCB-VADO-35705,MPCB (Maharashtra),NABL + ISO 17025,TR-2024Q1-136784
2024,Q1,Air,CO,13.45,Vadodara Chemicals,1680.0,CEMS — Continuous,VAD-A-2451,No,Petchem,kg,PCB-VADO-35705,APPCB (Andhra Pradesh),External — DNV,TR-2024Q1-189306
2024,Q1,Air,NH3,8.61,Vadodara Chemicals,744.0,CEMS — Continuous,VAD-A-9025,No,Petchem,kg,PCB-VADO-35705,KSPCB (Karnataka),External — DNV,TR-2024Q1-260657
2024,Q1,Water,BOD,23.65,Vadodara Chemicals,3000.0,Auto-sampler 24h composite,VAD-W-7814,No,Petchem,kg,PCB-VADO-23842,GPCB (Gujarat),NABL,TR-2024Q1-519022
2024,Q1,Water,COD,93.03,Vadodara Chemicals,8400.0,Online TOC analyser,VAD-W-7801,No,Petchem,kg,PCB-VADO-23842,TNPCB (Tamil Nadu),MoEF Recognised,TR-2024Q1-376454
2024,Q1,Water,TSS,73.07,Vadodara Chemicals,5400.0,Auto-sampler 24h composite,VAD-W-5981,No,Petchem,kg,PCB-VADO-23842,GPCB (Gujarat),MoEF Recognised,TR-2024Q1-713909
2024,Q1,Water,Oil & Grease,4.84,Vadodara Chemicals,480.0,Online TOC analyser,VAD-W-2568,No,Petchem,kg,PCB-VADO-23842,GPCB (Gujarat),MoEF Recognised,TR-2024Q1-049302
2024,Q1,Water,Total Nitrogen,13.25,Vadodara Chemicals,1080.0,Auto-sampler 24h composite,VAD-W-2815,No,Petchem,kg,PCB-VADO-23842,APPCB (Andhra Pradesh),External — DNV,TR-2024Q1-772885
2024,Q1,Water,Total Phosphorus,3.43,Vadodara Chemicals,336.0,Auto-sampler 24h composite,VAD-W-3310,No,Petchem,kg,PCB-VADO-23842,OSPCB (Odisha),NABL,TR-2024Q1-545092
