year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2023,Gender,STEM Roles | India - North-East,Pay ratio (Female:Male),0.874,ratio,India - North-East,Compensation review
2023,Gender,STEM Roles | Asia ex-India - SE Asia,Female representation %,17.94,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - SE Asia,Male representation %,81.57,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - SE Asia,Other/Undisclosed %,0.49,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - SE Asia,Headcount,2378,count,Asia ex-India - SE Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.98,ratio,Asia ex-India - SE Asia,Compensation review
2023,Gender,STEM Roles | Asia ex-India - East Asia,Female representation %,28.6,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - East Asia,Male representation %,70.56,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - East Asia,Other/Undisclosed %,0.84,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - East Asia,Headcount,2330,count,Asia ex-India - East Asia,HRIS extract
2023,Gender,STEM Roles | Asia ex-India - East Asia,Pay ratio (Female:Male),0.96,ratio,Asia ex-India - East Asia,Compensation review
2023,Gender,STEM Roles | Middle East & Africa,Female representation %,15.95,%,Middle East & Africa,HRIS extract
2023,Gender,STEM Roles | Middle East & Africa,Male representation %,82.73,%,Middle East & Africa,HRIS extract
2023,Gender,STEM Roles | Middle East & Africa,Other/Undisclosed %,1.32,%,Middle East & Africa,HRIS extract
2023,Gender,STEM Roles | Middle East & Africa,Headcount,4132,count,Middle East & Africa,HRIS extract
2023,Gender,STEM Roles | Middle East & Africa,Pay ratio (Female:Male),0.916,ratio,Middle East & Africa,Compensation review
2023,Gender,STEM Roles | EMEA - Western Europe,Female representation %,24.81,%,EMEA - Western Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Western Europe,Male representation %,74.82,%,EMEA - Western Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Western Europe,Other/Undisclosed %,0.37,%,EMEA - Western Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Western Europe,Headcount,3570,count,EMEA - Western Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Western Europe,Pay ratio (Female:Male),0.912,ratio,EMEA - Western Europe,Compensation review
2023,Gender,STEM Roles | EMEA - Eastern Europe,Female representation %,26.91,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Eastern Europe,Male representation %,72.41,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Eastern Europe,Other/Undisclosed %,0.68,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Eastern Europe,Headcount,2594,count,EMEA - Eastern Europe,HRIS extract
2023,Gender,STEM Roles | EMEA - Eastern Europe,Pay ratio (Female:Male),0.968,ratio,EMEA - Eastern Europe,Compensation review
2023,Gender,STEM Roles | Americas - North,Female representation %,38.28,%,Americas - North,HRIS extract
2023,Gender,STEM Roles | Americas - North,Male representation %,60.56,%,Americas - North,HRIS extract
2023,Gender,STEM Roles | Americas - North,Other/Undisclosed %,1.16,%,Americas - North,HRIS extract
2023,Gender,STEM Roles | Americas - North,Headcount,3685,count,Americas - North,HRIS extract
2023,Gender,STEM Roles | Americas - North,Pay ratio (Female:Male),0.974,ratio,Americas - North,Compensation review
2023,Gender,STEM Roles | Americas - LatAm,Female representation %,17.19,%,Americas - LatAm,HRIS extract
2023,Gender,STEM Roles | Americas - LatAm,Male representation %,81.46,%,Americas - LatAm,HRIS extract
2023,Gender,STEM Roles | Americas - LatAm,Other/Undisclosed %,1.35,%,Americas - LatAm,HRIS extract
2023,Gender,STEM Roles | Americas - LatAm,Headcount,4066,count,Americas - LatAm,HRIS extract
2023,Gender,STEM Roles | Americas - LatAm,Pay ratio (Female:Male),0.943,ratio,Americas - LatAm,Compensation review
2023,Gender,Sales Roles | India - West,Female representation %,36.82,%,India - West,HRIS extract
2023,Gender,Sales Roles | India - West,Male representation %,62.86,%,India - West,HRIS extract
2023,Gender,Sales Roles | India - West,Other/Undisclosed %,0.33,%,India - West,HRIS extract
2023,Gender,Sales Roles | India - West,Headcount,2405,count,India - West,HRIS extract
2023,Gender,Sales Roles | India - West,Pay ratio (Female:Male),0.919,ratio,India - West,Compensation review
2023,Gender,Sales Roles | India - North,Female representation %,13.37,%,India - North,HRIS extract
2023,Gender,Sales Roles | India - North,Male representation %,86.27,%,India - North,HRIS extract
2023,Gender,Sales Roles | India - North,Other/Undisclosed %,0.37,%,India - North,HRIS extract
2023,Gender,Sales Roles | India - North,Headcount,2924,count,India - North,HRIS extract
2023,Gender,Sales Roles | India - North,Pay ratio (Female:Male),0.907,ratio,India - North,Compensation review
2023,Gender,Sales Roles | India - South,Female representation %,14.57,%,India - South,HRIS extract
2023,Gender,Sales Roles | India - South,Male representation %,85.1,%,India - South,HRIS extract
2023,Gender,Sales Roles | India - South,Other/Undisclosed %,0.34,%,India - South,HRIS extract
2023,Gender,Sales Roles | India - South,Headcount,3507,count,India - South,HRIS extract
2023,Gender,Sales Roles | India - South,Pay ratio (Female:Male),0.973,ratio,India - South,Compensation review
2023,Gender,Sales Roles | India - East,Female representation %,23.37,%,India - East,HRIS extract
2023,Gender,Sales Roles | India - East,Male representation %,75.44,%,India - East,HRIS extract
2023,Gender,Sales Roles | India - East,Other/Undisclosed %,1.19,%,India - East,HRIS extract
2023,Gender,Sales Roles | India - East,Headcount,768,count,India - East,HRIS extract
2023,Gender,Sales Roles | India - East,Pay ratio (Female:Male),0.975,ratio,India - East,Compensation review
2023,Gender,Sales Roles | India - Central,Female representation %,28.28,%,India - Central,HRIS extract
2023,Gender,Sales Roles | India - Central,Male representation %,70.77,%,India - Central,HRIS extract
2023,Gender,Sales Roles | India - Central,Other/Undisclosed %,0.95,%,India - Central,HRIS extract
2023,Gender,Sales Roles | India - Central,Headcount,1804,count,India - Central,HRIS extract
2023,Gender,Sales Roles | India - Central,Pay ratio (Female:Male),0.969,ratio,India - Central,Compensation review
2023,Gender,Sales Roles | India - North-East,Female representation %,23.25,%,India - North-East,HRIS extract
2023,Gender,Sales Roles | India - North-East,Male representation %,75.84,%,India - North-East,HRIS extract
2023,Gender,Sales Roles | India - North-East,Other/Undisclosed %,0.9,%,India - North-East,HRIS extract
2023,Gender,Sales Roles | India - North-East,Headcount,928,count,India - North-East,HRIS extract
2023,Gender,Sales Roles | India - North-East,Pay ratio (Female:Male),0.978,ratio,India - North-East,Compensation review
2023,Gender,Sales Roles | Asia ex-India - SE Asia,Female representation %,39.49,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - SE Asia,Male representation %,59.32,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - SE Asia,Other/Undisclosed %,1.19,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - SE Asia,Headcount,3012,count,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.934,ratio,Asia ex-India - SE Asia,Compensation review
2023,Gender,Sales Roles | Asia ex-India - East Asia,Female representation %,13.17,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - East Asia,Male representation %,86.52,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - East Asia,Other/Undisclosed %,0.31,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - East Asia,Headcount,3659,count,Asia ex-India - East Asia,HRIS extract
2023,Gender,Sales Roles | Asia ex-India - East Asia,Pay ratio (Female:Male),0.982,ratio,Asia ex-India - East Asia,Compensation review
2023,Gender,Sales Roles | Middle East & Africa,Female representation %,27.74,%,Middle East & Africa,HRIS extract
2023,Gender,Sales Roles | Middle East & Africa,Male representation %,71.13,%,Middle East & Africa,HRIS extract
2023,Gender,Sales Roles | Middle East & Africa,Other/Undisclosed %,1.13,%,Middle East & Africa,HRIS extract
2023,Gender,Sales Roles | Middle East & Africa,Headcount,1205,count,Middle East & Africa,HRIS extract
2023,Gender,Sales Roles | Middle East & Africa,Pay ratio (Female:Male),1.004,ratio,Middle East & Africa,Compensation review
2023,Gender,Sales Roles | EMEA - Western Europe,Female representation %,30.35,%,EMEA - Western Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Western Europe,Male representation %,68.98,%,EMEA - Western Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Western Europe,Other/Undisclosed %,0.67,%,EMEA - Western Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Western Europe,Headcount,700,count,EMEA - Western Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Western Europe,Pay ratio (Female:Male),0.953,ratio,EMEA - Western Europe,Compensation review
2023,Gender,Sales Roles | EMEA - Eastern Europe,Female representation %,36.15,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Eastern Europe,Male representation %,62.64,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Eastern Europe,Other/Undisclosed %,1.22,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Eastern Europe,Headcount,3790,count,EMEA - Eastern Europe,HRIS extract
2023,Gender,Sales Roles | EMEA - Eastern Europe,Pay ratio (Female:Male),0.881,ratio,EMEA - Eastern Europe,Compensation review
2023,Gender,Sales Roles | Americas - North,Female representation %,34.58,%,Americas - North,HRIS extract
2023,Gender,Sales Roles | Americas - North,Male representation %,63.99,%,Americas - North,HRIS extract
2023,Gender,Sales Roles | Americas - North,Other/Undisclosed %,1.43,%,Americas - North,HRIS extract
2023,Gender,Sales Roles | Americas - North,Headcount,2292,count,Americas - North,HRIS extract
2023,Gender,Sales Roles | Americas - North,Pay ratio (Female:Male),0.92,ratio,Americas - North,Compensation review
2023,Gender,Sales Roles | Americas - LatAm,Female representation %,27.2,%,Americas - LatAm,HRIS extract
2023,Gender,Sales Roles | Americas - LatAm,Male representation %,71.4,%,Americas - LatAm,HRIS extract
2023,Gender,Sales Roles | Americas - LatAm,Other/Undisclosed %,1.41,%,Americas - LatAm,HRIS extract
2023,Gender,Sales Roles | Americas - LatAm,Headcount,3453,count,Americas - LatAm,HRIS extract
2023,Gender,Sales Roles | Americas - LatAm,Pay ratio (Female:Male),0.865,ratio,Americas - LatAm,Compensation review
2023,Gender,New Hires | India - West,Female representation %,27.31,%,India - West,HRIS extract
2023,Gender,New Hires | India - West,Male representation %,72.36,%,India - West,HRIS extract
2023,Gender,New Hires | India - West,Other/Undisclosed %,0.32,%,India - West,HRIS extract
2023,Gender,New Hires | India - West,Headcount,81,count,India - West,HRIS extract
2023,Gender,New Hires | India - West,Pay ratio (Female:Male),0.871,ratio,India - West,Compensation review
2023,Gender,New Hires | India - North,Female representation %,27.78,%,India - North,HRIS extract
2023,Gender,New Hires | India - North,Male representation %,70.81,%,India - North,HRIS extract
2023,Gender,New Hires | India - North,Other/Undisclosed %,1.41,%,India - North,HRIS extract
2023,Gender,New Hires | India - North,Headcount,2812,count,India - North,HRIS extract
2023,Gender,New Hires | India - North,Pay ratio (Female:Male),0.974,ratio,India - North,Compensation review
2023,Gender,New Hires | India - South,Female representation %,25.09,%,India - South,HRIS extract
2023,Gender,New Hires | India - South,Male representation %,74.45,%,India - South,HRIS extract
2023,Gender,New Hires | India - South,Other/Undisclosed %,0.46,%,India - South,HRIS extract
2023,Gender,New Hires | India - South,Headcount,855,count,India - South,HRIS extract
2023,Gender,New Hires | India - South,Pay ratio (Female:Male),0.924,ratio,India - South,Compensation review
2023,Gender,New Hires | India - East,Female representation %,18.95,%,India - East,HRIS extract
2023,Gender,New Hires | India - East,Male representation %,79.62,%,India - East,HRIS extract
2023,Gender,New Hires | India - East,Other/Undisclosed %,1.43,%,India - East,HRIS extract
2023,Gender,New Hires | India - East,Headcount,3472,count,India - East,HRIS extract
2023,Gender,New Hires | India - East,Pay ratio (Female:Male),0.92,ratio,India - East,Compensation review
2023,Gender,New Hires | India - Central,Female representation %,30.09,%,India - Central,HRIS extract
2023,Gender,New Hires | India - Central,Male representation %,69.25,%,India - Central,HRIS extract
2023,Gender,New Hires | India - Central,Other/Undisclosed %,0.66,%,India - Central,HRIS extract
2023,Gender,New Hires | India - Central,Headcount,579,count,India - Central,HRIS extract
2023,Gender,New Hires | India - Central,Pay ratio (Female:Male),0.898,ratio,India - Central,Compensation review
2023,Gender,New Hires | India - North-East,Female representation %,28.88,%,India - North-East,HRIS extract
2023,Gender,New Hires | India - North-East,Male representation %,70.39,%,India - North-East,HRIS extract
2023,Gender,New Hires | India - North-East,Other/Undisclosed %,0.73,%,India - North-East,HRIS extract
2023,Gender,New Hires | India - North-East,Headcount,1717,count,India - North-East,HRIS extract
2023,Gender,New Hires | India - North-East,Pay ratio (Female:Male),1.013,ratio,India - North-East,Compensation review
2023,Gender,New Hires | Asia ex-India - SE Asia,Female representation %,19.85,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - SE Asia,Male representation %,79.43,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - SE Asia,Other/Undisclosed %,0.72,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - SE Asia,Headcount,4380,count,Asia ex-India - SE Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.899,ratio,Asia ex-India - SE Asia,Compensation review
2023,Gender,New Hires | Asia ex-India - East Asia,Female representation %,19.35,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - East Asia,Male representation %,79.85,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - East Asia,Other/Undisclosed %,0.8,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - East Asia,Headcount,4373,count,Asia ex-India - East Asia,HRIS extract
2023,Gender,New Hires | Asia ex-India - East Asia,Pay ratio (Female:Male),0.973,ratio,Asia ex-India - East Asia,Compensation review
2023,Gender,New Hires | Middle East & Africa,Female representation %,31.95,%,Middle East & Africa,HRIS extract
2023,Gender,New Hires | Middle East & Africa,Male representation %,66.63,%,Middle East & Africa,HRIS extract
2023,Gender,New Hires | Middle East & Africa,Other/Undisclosed %,1.43,%,Middle East & Africa,HRIS extract
2023,Gender,New Hires | Middle East & Africa,Headcount,2051,count,Middle East & Africa,HRIS extract
2023,Gender,New Hires | Middle East & Africa,Pay ratio (Female:Male),0.986,ratio,Middle East & Africa,Compensation review
2023,Gender,New Hires | EMEA - Western Europe,Female representation %,38.4,%,EMEA - Western Europe,HRIS extract
2023,Gender,New Hires | EMEA - Western Europe,Male representation %,60.7,%,EMEA - Western Europe,HRIS extract
2023,Gender,New Hires | EMEA - Western Europe,Other/Undisclosed %,0.9,%,EMEA - Western Europe,HRIS extract
2023,Gender,New Hires | EMEA - Western Europe,Headcount,1616,count,EMEA - Western Europe,HRIS extract
2023,Gender,New Hires | EMEA - Western Europe,Pay ratio (Female:Male),0.927,ratio,EMEA - Western Europe,Compensation review
2023,Gender,New Hires | EMEA - Eastern Europe,Female representation %,33.04,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,New Hires | EMEA - Eastern Europe,Male representation %,66.11,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,New Hires | EMEA - Eastern Europe,Other/Undisclosed %,0.84,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,New Hires | EMEA - Eastern Europe,Headcount,1132,count,EMEA - Eastern Europe,HRIS extract
2023,Gender,New Hires | EMEA - Eastern Europe,Pay ratio (Female:Male),0.889,ratio,EMEA - Eastern Europe,Compensation review
2023,Gender,New Hires | Americas - North,Female representation %,22.62,%,Americas - North,HRIS extract
2023,Gender,New Hires | Americas - North,Male representation %,76.97,%,Americas - North,HRIS extract
2023,Gender,New Hires | Americas - North,Other/Undisclosed %,0.41,%,Americas - North,HRIS extract
2023,Gender,New Hires | Americas - North,Headcount,1320,count,Americas - North,HRIS extract
2023,Gender,New Hires | Americas - North,Pay ratio (Female:Male),0.876,ratio,Americas - North,Compensation review
2023,Gender,New Hires | Americas - LatAm,Female representation %,30.43,%,Americas - LatAm,HRIS extract
2023,Gender,New Hires | Americas - LatAm,Male representation %,68.43,%,Americas - LatAm,HRIS extract
2023,Gender,New Hires | Americas - LatAm,Other/Undisclosed %,1.13,%,Americas - LatAm,HRIS extract
2023,Gender,New Hires | Americas - LatAm,Headcount,596,count,Americas - LatAm,HRIS extract
2023,Gender,New Hires | Americas - LatAm,Pay ratio (Female:Male),0.896,ratio,Americas - LatAm,Compensation review
2023,Gender,Promotions | India - West,Female representation %,26.94,%,India - West,HRIS extract
2023,Gender,Promotions | India - West,Male representation %,72.15,%,India - West,HRIS extract
2023,Gender,Promotions | India - West,Other/Undisclosed %,0.91,%,India - West,HRIS extract
2023,Gender,Promotions | India - West,Headcount,1300,count,India - West,HRIS extract
2023,Gender,Promotions | India - West,Pay ratio (Female:Male),0.964,ratio,India - West,Compensation review
2023,Gender,Promotions | India - North,Female representation %,23.54,%,India - North,HRIS extract
2023,Gender,Promotions | India - North,Male representation %,74.98,%,India - North,HRIS extract
2023,Gender,Promotions | India - North,Other/Undisclosed %,1.48,%,India - North,HRIS extract
2023,Gender,Promotions | India - North,Headcount,2608,count,India - North,HRIS extract
2023,Gender,Promotions | India - North,Pay ratio (Female:Male),0.999,ratio,India - North,Compensation review
2023,Gender,Promotions | India - South,Female representation %,34.59,%,India - South,HRIS extract
2023,Gender,Promotions | India - South,Male representation %,64.2,%,India - South,HRIS extract
2023,Gender,Promotions | India - South,Other/Undisclosed %,1.21,%,India - South,HRIS extract
2023,Gender,Promotions | India - South,Headcount,2982,count,India - South,HRIS extract
2023,Gender,Promotions | India - South,Pay ratio (Female:Male),0.932,ratio,India - South,Compensation review
2023,Gender,Promotions | India - East,Female representation %,36.03,%,India - East,HRIS extract
2023,Gender,Promotions | India - East,Male representation %,63.67,%,India - East,HRIS extract
2023,Gender,Promotions | India - East,Other/Undisclosed %,0.3,%,India - East,HRIS extract
2023,Gender,Promotions | India - East,Headcount,421,count,India - East,HRIS extract
2023,Gender,Promotions | India - East,Pay ratio (Female:Male),0.928,ratio,India - East,Compensation review
2023,Gender,Promotions | India - Central,Female representation %,38.82,%,India - Central,HRIS extract
2023,Gender,Promotions | India - Central,Male representation %,60.55,%,India - Central,HRIS extract
2023,Gender,Promotions | India - Central,Other/Undisclosed %,0.64,%,India - Central,HRIS extract
2023,Gender,Promotions | India - Central,Headcount,2683,count,India - Central,HRIS extract
2023,Gender,Promotions | India - Central,Pay ratio (Female:Male),0.965,ratio,India - Central,Compensation review
2023,Gender,Promotions | India - North-East,Female representation %,19.43,%,India - North-East,HRIS extract
2023,Gender,Promotions | India - North-East,Male representation %,79.9,%,India - North-East,HRIS extract
2023,Gender,Promotions | India - North-East,Other/Undisclosed %,0.67,%,India - North-East,HRIS extract
2023,Gender,Promotions | India - North-East,Headcount,3226,count,India - North-East,HRIS extract
2023,Gender,Promotions | India - North-East,Pay ratio (Female:Male),0.992,ratio,India - North-East,Compensation review
2023,Gender,Promotions | Asia ex-India - SE Asia,Female representation %,22.05,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - SE Asia,Male representation %,76.58,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - SE Asia,Other/Undisclosed %,1.37,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - SE Asia,Headcount,3265,count,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.992,ratio,Asia ex-India - SE Asia,Compensation review
2023,Gender,Promotions | Asia ex-India - East Asia,Female representation %,24.06,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - East Asia,Male representation %,75.36,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - East Asia,Other/Undisclosed %,0.58,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - East Asia,Headcount,1832,count,Asia ex-India - East Asia,HRIS extract
2023,Gender,Promotions | Asia ex-India - East Asia,Pay ratio (Female:Male),1.014,ratio,Asia ex-India - East Asia,Compensation review
2023,Gender,Promotions | Middle East & Africa,Female representation %,22.07,%,Middle East & Africa,HRIS extract
2023,Gender,Promotions | Middle East & Africa,Male representation %,77.08,%,Middle East & Africa,HRIS extract
2023,Gender,Promotions | Middle East & Africa,Other/Undisclosed %,0.86,%,Middle East & Africa,HRIS extract
2023,Gender,Promotions | Middle East & Africa,Headcount,4068,count,Middle East & Africa,HRIS extract
2023,Gender,Promotions | Middle East & Africa,Pay ratio (Female:Male),1.001,ratio,Middle East & Africa,Compensation review
2023,Gender,Promotions | EMEA - Western Europe,Female representation %,23.93,%,EMEA - Western Europe,HRIS extract
2023,Gender,Promotions | EMEA - Western Europe,Male representation %,74.96,%,EMEA - Western Europe,HRIS extract
2023,Gender,Promotions | EMEA - Western Europe,Other/Undisclosed %,1.11,%,EMEA - Western Europe,HRIS extract
2023,Gender,Promotions | EMEA - Western Europe,Headcount,4305,count,EMEA - Western Europe,HRIS extract
2023,Gender,Promotions | EMEA - Western Europe,Pay ratio (Female:Male),1.006,ratio,EMEA - Western Europe,Compensation review
2023,Gender,Promotions | EMEA - Eastern Europe,Female representation %,29.44,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Promotions | EMEA - Eastern Europe,Male representation %,70.21,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Promotions | EMEA - Eastern Europe,Other/Undisclosed %,0.35,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Promotions | EMEA - Eastern Europe,Headcount,3457,count,EMEA - Eastern Europe,HRIS extract
2023,Gender,Promotions | EMEA - Eastern Europe,Pay ratio (Female:Male),0.917,ratio,EMEA - Eastern Europe,Compensation review
2023,Gender,Promotions | Americas - North,Female representation %,32.61,%,Americas - North,HRIS extract
2023,Gender,Promotions | Americas - North,Male representation %,67.08,%,Americas - North,HRIS extract
2023,Gender,Promotions | Americas - North,Other/Undisclosed %,0.3,%,Americas - North,HRIS extract
2023,Gender,Promotions | Americas - North,Headcount,4359,count,Americas - North,HRIS extract
2023,Gender,Promotions | Americas - North,Pay ratio (Female:Male),0.913,ratio,Americas - North,Compensation review
2023,Gender,Promotions | Americas - LatAm,Female representation %,27.55,%,Americas - LatAm,HRIS extract
2023,Gender,Promotions | Americas - LatAm,Male representation %,71.9,%,Americas - LatAm,HRIS extract
2023,Gender,Promotions | Americas - LatAm,Other/Undisclosed %,0.55,%,Americas - LatAm,HRIS extract
2023,Gender,Promotions | Americas - LatAm,Headcount,2126,count,Americas - LatAm,HRIS extract
2023,Gender,Promotions | Americas - LatAm,Pay ratio (Female:Male),0.943,ratio,Americas - LatAm,Compensation review
2023,Gender,Voluntary Attrition | India - West,Female representation %,27.76,%,India - West,HRIS extract
2023,Gender,Voluntary Attrition | India - West,Male representation %,71.8,%,India - West,HRIS extract
2023,Gender,Voluntary Attrition | India - West,Other/Undisclosed %,0.44,%,India - West,HRIS extract
2023,Gender,Voluntary Attrition | India - West,Headcount,1280,count,India - West,HRIS extract
2023,Gender,Voluntary Attrition | India - West,Pay ratio (Female:Male),0.956,ratio,India - West,Compensation review
2023,Gender,Voluntary Attrition | India - North,Female representation %,48.22,%,India - North,HRIS extract
2023,Gender,Voluntary Attrition | India - North,Male representation %,50.93,%,India - North,HRIS extract
2023,Gender,Voluntary Attrition | India - North,Other/Undisclosed %,0.85,%,India - North,HRIS extract
2023,Gender,Voluntary Attrition | India - North,Headcount,2138,count,India - North,HRIS extract
2023,Gender,Voluntary Attrition | India - North,Pay ratio (Female:Male),0.884,ratio,India - North,Compensation review
2023,Gender,Voluntary Attrition | India - South,Female representation %,19.33,%,India - South,HRIS extract
2023,Gender,Voluntary Attrition | India - South,Male representation %,79.26,%,India - South,HRIS extract
2023,Gender,Voluntary Attrition | India - South,Other/Undisclosed %,1.4,%,India - South,HRIS extract
2023,Gender,Voluntary Attrition | India - South,Headcount,3589,count,India - South,HRIS extract
2023,Gender,Voluntary Attrition | India - South,Pay ratio (Female:Male),0.921,ratio,India - South,Compensation review
2023,Gender,Voluntary Attrition | India - East,Female representation %,22.69,%,India - East,HRIS extract
2023,Gender,Voluntary Attrition | India - East,Male representation %,76.07,%,India - East,HRIS extract
2023,Gender,Voluntary Attrition | India - East,Other/Undisclosed %,1.24,%,India - East,HRIS extract
2023,Gender,Voluntary Attrition | India - East,Headcount,4493,count,India - East,HRIS extract
2023,Gender,Voluntary Attrition | India - East,Pay ratio (Female:Male),1.007,ratio,India - East,Compensation review
2023,Gender,Voluntary Attrition | India - Central,Female representation %,27.74,%,India - Central,HRIS extract
2023,Gender,Voluntary Attrition | India - Central,Male representation %,71.37,%,India - Central,HRIS extract
2023,Gender,Voluntary Attrition | India - Central,Other/Undisclosed %,0.89,%,India - Central,HRIS extract
2023,Gender,Voluntary Attrition | India - Central,Headcount,851,count,India - Central,HRIS extract
2023,Gender,Voluntary Attrition | India - Central,Pay ratio (Female:Male),0.871,ratio,India - Central,Compensation review
2023,Gender,Voluntary Attrition | India - North-East,Female representation %,33.0,%,India - North-East,HRIS extract
2023,Gender,Voluntary Attrition | India - North-East,Male representation %,65.65,%,India - North-East,HRIS extract
2023,Gender,Voluntary Attrition | India - North-East,Other/Undisclosed %,1.35,%,India - North-East,HRIS extract
2023,Gender,Voluntary Attrition | India - North-East,Headcount,3233,count,India - North-East,HRIS extract
2023,Gender,Voluntary Attrition | India - North-East,Pay ratio (Female:Male),0.938,ratio,India - North-East,Compensation review
2023,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Female representation %,22.63,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Male representation %,76.48,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Other/Undisclosed %,0.89,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Headcount,4078,count,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.933,ratio,Asia ex-India - SE Asia,Compensation review
2023,Gender,Voluntary Attrition | Asia ex-India - East Asia,Female representation %,20.61,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - East Asia,Male representation %,78.54,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - East Asia,Other/Undisclosed %,0.85,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - East Asia,Headcount,2494,count,Asia ex-India - East Asia,HRIS extract
2023,Gender,Voluntary Attrition | Asia ex-India - East Asia,Pay ratio (Female:Male),0.934,ratio,Asia ex-India - East Asia,Compensation review
2023,Gender,Voluntary Attrition | Middle East & Africa,Female representation %,29.31,%,Middle East & Africa,HRIS extract
2023,Gender,Voluntary Attrition | Middle East & Africa,Male representation %,69.63,%,Middle East & Africa,HRIS extract
2023,Gender,Voluntary Attrition | Middle East & Africa,Other/Undisclosed %,1.06,%,Middle East & Africa,HRIS extract
