company,year,sector,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,ppe_net,capex,depreciation,interest_expense,ebitda,operating_cash_flow,net_debt,goodwill,intangibles
Carbide Green Utilities Ltd,1992,Renewables & Utilities,2436.35,261.21,7777.29,4945.37,1738.62,1473.89,4734.77,261.66,325.89,247.86,530.06,427.33,1632.66,441.77,65.22
Carbide Green Utilities Ltd,1993,Renewables & Utilities,2373.21,301.48,8365.59,6291.55,1554.63,1616.66,5169.42,255.5,325.72,218.17,605.35,393.81,3027.32,400.39,124.88
Carbide Green Utilities Ltd,1994,Renewables & Utilities,2814.7,210.67,9324.18,6278.07,2170.73,1936.18,5242.61,228.85,327.67,369.7,683.98,587.77,3090.69,47.6,52.53
Carbide Green Utilities Ltd,1995,Renewables & Utilities,3430.84,378.85,10143.78,7000.21,2696.07,1963.47,6074.47,241.07,468.28,226.62,885.49,807.91,3812.16,98.8,380.28
Carbide Green Utilities Ltd,1996,Renewables & Utilities,3309.57,326.55,10938.7,7778.64,2792.47,2961.45,6056.24,266.07,448.9,289.26,691.91,508.21,3128.44,295.89,193.01
Carbide Green Utilities Ltd,1997,Renewables & Utilities,3826.52,392.95,11678.75,8918.02,3237.72,2232.2,6188.57,237.07,586.02,281.46,773.71,662.88,3924.92,402.54,245.98
Carbide Green Utilities Ltd,1998,Renewables & Utilities,4195.31,395.79,13813.44,8794.0,3610.62,2560.0,8217.77,288.71,540.31,369.96,1059.31,902.85,3794.95,477.46,476.61
Carbide Green Utilities Ltd,1999,Renewables & Utilities,4752.81,258.89,15746.11,9285.68,3632.48,2197.56,7780.41,491.46,569.22,487.28,1008.52,678.49,3697.14,108.22,447.41
Carbide Green Utilities Ltd,2000,Renewables & Utilities,5132.66,487.14,17114.36,13052.08,4497.36,3386.94,10079.37,355.6,894.97,821.43,1088.46,890.69,4342.0,482.56,152.98
Carbide Green Utilities Ltd,2001,Renewables & Utilities,5993.49,724.27,18600.15,13249.88,5090.25,3044.88,8586.34,755.43,744.23,813.47,1751.91,1143.5,5993.66,302.55,361.1
Carbide Green Utilities Ltd,2002,Renewables & Utilities,6856.19,512.43,21335.27,16180.71,4238.77,6424.85,11347.68,816.55,1029.27,1024.33,1602.21,1224.63,7867.49,1135.11,733.67
Carbide Green Utilities Ltd,2003,Renewables & Utilities,7239.08,687.86,22396.26,13173.96,5475.48,4623.16,12143.95,781.0,995.8,586.3,1585.46,1109.49,5312.07,279.68,302.3
Carbide Green Utilities Ltd,2004,Renewables & Utilities,7775.38,554.1,23835.51,16239.93,4752.19,6416.82,11073.89,750.69,812.57,690.56,1634.41,1444.85,5679.57,316.26,410.55
Carbide Green Utilities Ltd,2005,Renewables & Utilities,9989.66,859.8,27409.55,20664.57,6059.96,5992.08,12539.38,780.28,1172.79,938.38,2537.72,1720.73,7523.68,485.03,279.66
Carbide Green Utilities Ltd,2006,Renewables & Utilities,10170.43,955.93,29066.9,22115.51,5480.47,6861.94,12477.94,1064.47,1162.69,699.79,2682.87,1938.67,12010.74,323.37,840.04
Carbide Green Utilities Ltd,2007,Renewables & Utilities,12334.71,850.24,34738.28,20337.34,7477.84,7823.86,18647.93,1363.71,1678.69,1115.25,2789.91,2026.21,9876.24,50.1,244.8
Carbide Green Utilities Ltd,2008,Renewables & Utilities,12841.97,1545.95,36971.22,23868.56,8125.48,6600.62,17927.45,1524.79,1137.29,1004.52,2403.79,1666.3,11291.46,1068.14,1212.9
Carbide Green Utilities Ltd,2009,Renewables & Utilities,15163.17,1124.45,39392.43,23442.92,7169.62,9373.07,22914.61,2059.16,2089.36,733.89,3615.59,3272.87,7591.6,113.64,761.41
Carbide Green Utilities Ltd,2010,Renewables & Utilities,14743.4,841.66,45150.25,30200.21,11817.76,12030.35,20080.57,973.98,1528.31,1373.96,2928.82,2749.23,15936.39,2281.49,1042.32
Carbide Green Utilities Ltd,2011,Renewables & Utilities,17048.44,1395.39,46893.47,33069.84,11404.87,12380.2,26568.73,1058.84,1761.74,1841.13,4311.54,2970.64,15042.02,861.6,1450.19
Carbide Green Utilities Ltd,2012,Renewables & Utilities,18288.65,1540.66,53342.96,36363.74,10607.72,11706.45,29160.05,1848.85,2478.18,2324.8,5273.14,4512.67,12705.48,260.18,2107.46
Carbide Green Utilities Ltd,2013,Renewables & Utilities,20831.35,2210.13,59556.3,39079.76,17959.65,8872.8,29822.73,2267.95,2793.09,2254.58,4266.24,3700.49,18041.01,1542.09,1609.42
Carbide Green Utilities Ltd,2014,Renewables & Utilities,22493.15,1953.45,62989.57,41006.11,11550.37,16129.23,38436.92,2359.25,3798.22,2578.15,4838.25,4184.35,14743.23,1422.23,2285.03
Carbide Green Utilities Ltd,2015,Renewables & Utilities,25896.42,2038.93,72034.36,44679.97,16156.19,14438.15,31369.07,2727.71,2217.87,2824.93,5662.49,3690.15,21666.57,2178.82,639.28
Carbide Green Utilities Ltd,2016,Renewables & Utilities,28258.66,3348.31,81340.7,47790.25,25681.5,16500.94,43107.97,2285.15,2989.85,2226.94,6586.92,5243.93,18437.12,1565.35,1226.01
Carbide Green Utilities Ltd,2017,Renewables & Utilities,32819.65,3864.69,85935.43,61251.24,24427.92,22454.28,36895.62,4212.36,3500.48,3229.86,10122.15,7623.54,30035.19,3216.8,3066.57
Carbide Green Utilities Ltd,2018,Renewables & Utilities,36504.34,3030.22,99389.81,61760.04,27655.35,20500.76,46488.91,4218.76,4037.94,3263.81,5356.63,4082.41,24809.93,422.23,1945.6
Carbide Green Utilities Ltd,2019,Renewables & Utilities,40877.8,2219.92,107613.43,81716.96,22122.24,20323.6,50067.68,5514.46,3089.08,2976.81,10296.82,7148.19,27321.16,5434.42,3617.77
Carbide Green Utilities Ltd,2020,Renewables & Utilities,46943.65,2605.34,118535.85,83819.08,26907.19,23856.79,56872.6,4794.33,3991.22,4312.72,8946.82,8055.49,35528.39,5572.95,2615.09
Carbide Green Utilities Ltd,2021,Renewables & Utilities,44555.83,3443.3,130200.69,79298.24,27420.04,20464.19,79053.89,3896.06,5501.62,3867.26,11692.35,8658.12,28085.29,5789.97,4688.41
Carbide Green Utilities Ltd,2022,Renewables & Utilities,58428.08,6506.75,142556.54,105013.49,36177.63,24894.79,82907.45,5240.73,8025.44,5074.32,11248.55,7807.56,36505.97,882.91,3175.52
Carbide Green Utilities Ltd,2023,Renewables & Utilities,57833.27,4873.92,164214.92,95715.7,33559.08,36279.71,78646.22,7563.42,7260.57,5285.25,18081.49,15917.22,34193.41,7972.17,4040.67
Carbide Green Utilities Ltd,2024,Renewables & Utilities,68758.37,7972.04,186324.62,104334.45,41930.45,24821.95,110423.88,9107.78,9006.91,6440.64,14452.7,13650.6,49470.16,6845.62,2482.0
Forge Hydro Co Group,1989,Renewables & Utilities,1517.36,210.52,5584.23,3952.71,1496.47,890.87,2365.61,144.54,234.52,184.11,356.5,244.34,2112.22,215.59,45.34
Forge Hydro Co Group,1990,Renewables & Utilities,1534.31,96.76,6201.48,4165.59,1165.22,1466.36,3177.48,204.35,316.33,237.24,272.53,187.1,1725.24,52.2,68.41
Forge Hydro Co Group,1991,Renewables & Utilities,1831.37,109.5,6246.32,4662.81,1748.9,1048.73,3387.45,156.78,275.3,253.48,481.49,448.46,1416.04,329.4,147.66
Forge Hydro Co Group,1992,Renewables & Utilities,2085.44,132.03,7548.39,4535.33,2072.55,1782.61,3657.13,230.25,325.76,180.91,395.63,277.21,2405.69,22.27,161.45
Forge Hydro Co Group,1993,Renewables & Utilities,2297.75,208.67,8096.78,5948.86,2481.85,2214.87,4480.01,162.68,440.38,343.58,512.44,463.08,2175.78,302.66,74.47
Forge Hydro Co Group,1994,Renewables & Utilities,2728.23,210.36,8463.65,6037.57,2288.33,2084.63,4343.37,234.81,327.08,283.99,562.77,408.92,2557.19,4.73,182.32
Forge Hydro Co Group,1995,Renewables & Utilities,2793.51,160.35,9298.18,7202.21,1970.01,2494.86,4883.53,211.53,441.44,393.87,528.0,361.5,3663.35,236.61,183.74
Forge Hydro Co Group,1996,Renewables & Utilities,3121.49,221.23,10738.45,7996.24,2026.16,2671.4,5932.31,301.94,565.01,494.88,724.0,619.99,2745.42,424.13,186.65
Forge Hydro Co Group,1997,Renewables & Utilities,3122.95,327.44,11318.76,7428.01,3164.41,2545.59,6609.55,378.69,533.7,262.82,654.41,498.61,4072.98,250.51,224.06
Forge Hydro Co Group,1998,Renewables & Utilities,3893.54,428.57,12655.77,7850.83,3487.72,2386.27,5629.12,512.56,462.54,422.37,1046.09,768.4,2659.52,167.21,337.5
Forge Hydro Co Group,1999,Renewables & Utilities,4219.31,425.59,14588.27,8593.91,4265.89,2791.07,6892.26,479.01,605.4,488.66,900.22,685.29,3992.23,328.13,359.43
Forge Hydro Co Group,2000,Renewables & Utilities,4601.98,431.54,16305.36,12569.13,5119.7,4539.3,9389.89,277.7,789.22,527.15,912.5,863.73,4973.72,774.25,342.93
Forge Hydro Co Group,2001,Renewables & Utilities,4781.7,510.14,18168.94,12535.6,5504.92,4012.87,10905.34,494.97,1090.28,615.76,874.85,688.58,6519.72,403.98,695.86
Forge Hydro Co Group,2002,Renewables & Utilities,5863.86,427.03,20161.83,13180.52,6177.13,4415.07,8899.88,355.66,734.61,573.61,1307.54,1014.31,5078.23,992.01,793.37
Forge Hydro Co Group,2003,Renewables & Utilities,6297.12,241.97,20793.88,12768.78,5370.05,4136.09,10853.11,856.6,866.02,426.43,1163.05,914.76,6231.59,219.07,141.91
Forge Hydro Co Group,2004,Renewables & Utilities,7117.16,798.06,23552.14,16020.42,7295.16,5909.88,13832.55,541.57,1081.33,879.55,1397.24,1134.17,5070.47,774.42,710.68
Forge Hydro Co Group,2005,Renewables & Utilities,7682.41,1190.81,26406.64,17547.12,6641.89,3938.45,15582.53,873.93,1548.1,626.08,1451.64,961.14,7868.43,419.06,973.85
Forge Hydro Co Group,2006,Renewables & Utilities,8588.25,654.11,28674.11,16809.37,7415.6,5041.82,16889.52,686.8,1581.32,758.69,1928.93,1715.17,7871.03,1197.53,334.6
Forge Hydro Co Group,2007,Renewables & Utilities,9312.71,981.67,31546.54,18531.58,7019.49,5924.85,14283.51,1101.56,1087.61,854.63,1837.26,1331.54,9285.99,1692.07,313.17
Forge Hydro Co Group,2008,Renewables & Utilities,10926.86,864.57,34430.96,23197.06,10485.09,8897.4,17629.67,950.4,1567.16,1491.51,1537.3,1287.7,11895.58,1874.37,1287.84
Forge Hydro Co Group,2009,Renewables & Utilities,12195.01,771.54,40397.57,28065.73,8389.29,8131.45,24405.11,1689.5,1864.8,875.54,2350.82,1638.87,11196.58,345.34,463.83
Forge Hydro Co Group,2010,Renewables & Utilities,12968.09,1216.75,40872.15,30545.59,9673.9,7341.84,16600.78,1159.75,1470.05,1151.42,1857.51,1556.15,14378.19,1658.62,445.91
Forge Hydro Co Group,2011,Renewables & Utilities,15678.91,1077.33,47524.0,35707.78,13514.83,10002.63,20612.32,1898.61,1246.76,2272.62,3154.99,2581.67,18478.33,2717.32,1361.35
Forge Hydro Co Group,2012,Renewables & Utilities,15702.49,1215.51,50524.56,29614.76,12654.51,7956.51,23549.85,1958.04,1941.51,1724.73,2971.35,1983.15,9435.12,2882.84,529.65
Forge Hydro Co Group,2013,Renewables & Utilities,16483.2,1626.23,59211.48,39771.85,15323.18,11168.5,33724.05,2253.69,2535.94,1326.13,3815.53,3139.68,19288.38,1241.52,504.12
Forge Hydro Co Group,2014,Renewables & Utilities,20579.84,2064.52,61379.63,45446.01,14350.27,14252.43,28327.02,1480.84,1847.53,1810.0,5790.55,4824.94,21360.45,3387.95,977.11
Forge Hydro Co Group,2015,Renewables & Utilities,22831.36,2299.02,72031.06,43963.16,21179.73,13567.88,35409.28,2166.78,2270.44,2786.47,4947.02,4411.71,19124.73,542.99,1619.67
Forge Hydro Co Group,2016,Renewables & Utilities,26719.02,3050.39,73518.6,48441.75,18595.25,18574.49,35194.71,1644.76,2775.54,2474.44,6074.72,4926.4,22131.34,1535.13,2787.76
Forge Hydro Co Group,2017,Renewables & Utilities,25388.55,1848.31,88202.38,50386.15,18635.07,18171.75,44771.45,1875.46,4463.53,2068.06,5925.75,4380.91,17100.92,2193.84,2983.66
Forge Hydro Co Group,2018,Renewables & Utilities,30629.16,3141.85,92930.48,60562.02,17186.09,22203.62,53387.57,4184.02,3379.64,3160.91,5743.41,5324.57,24579.43,2396.88,2512.63
Forge Hydro Co Group,2019,Renewables & Utilities,34539.31,2896.82,105517.0,66493.15,26792.07,21521.73,63791.73,4314.36,4051.97,3150.49,8482.05,6267.72,34070.76,3124.57,1627.56
Forge Hydro Co Group,2020,Renewables & Utilities,40505.64,3037.78,112601.84,81086.73,21115.91,23051.07,63327.43,3061.36,4867.57,2702.42,7609.63,5039.92,30159.13,1293.48,1320.01
Forge Hydro Co Group,2021,Renewables & Utilities,40080.24,4663.68,129418.04,80041.02,40638.74,18603.12,72278.71,3352.52,5373.11,4337.82,9503.65,8036.34,39023.12,7474.04,4582.56
Forge Hydro Co Group,2022,Renewables & Utilities,46348.63,4830.0,138929.85,105551.76,40774.01,26980.61,79023.28,3810.3,6418.48,5090.37,11665.47,7792.67,42899.95,6239.85,4745.35
Forge Hydro Co Group,2023,Renewables & Utilities,49980.59,4340.3,153691.39,103957.84,31322.82,22913.74,65736.69,3751.35,5999.33,6197.39,12043.48,10979.64,51755.73,3407.93,1754.18
Forge Hydro Co Group,2024,Renewables & Utilities,58427.57,4534.97,169410.07,100537.88,33980.95,26480.22,83090.19,4465.51,7231.31,3717.2,11591.17,9034.44,39621.61,8256.73,4228.46
Stratum Hydro Co,1989,Renewables & Utilities,492.89,74.77,1270.57,745.71,368.57,297.51,596.18,55.88,53.95,33.87,65.99,43.84,400.75,15.06,15.15
Stratum Hydro Co,1990,Renewables & Utilities,520.52,37.63,1439.7,978.26,290.96,339.68,797.05,45.03,53.09,47.62,161.84,152.21,319.4,44.87,40.6
Stratum Hydro Co,1991,Renewables & Utilities,578.19,48.1,1627.62,1223.81,309.4,441.85,697.85,50.64,42.57,46.11,121.79,94.02,588.49,14.67,19.95
Stratum Hydro Co,1992,Renewables & Utilities,711.16,93.36,1706.33,1225.81,315.7,389.19,1054.96,43.59,89.22,39.8,192.37,148.11,465.04,6.68,8.85
Stratum Hydro Co,1993,Renewables & Utilities,712.99,67.5,1945.67,1302.72,561.2,453.83,869.46,94.98,60.56,78.35,189.31,156.05,430.66,86.42,77.53
Stratum Hydro Co,1994,Renewables & Utilities,796.47,74.7,2126.6,1308.32,400.25,309.47,1031.8,109.77,96.56,57.58,204.0,161.91,647.39,100.86,53.49
Stratum Hydro Co,1995,Renewables & Utilities,972.92,96.96,2414.11,1346.37,644.89,385.86,1155.76,130.47,87.19,64.8,262.11,171.75,731.77,72.73,23.57
Stratum Hydro Co,1996,Renewables & Utilities,997.32,45.3,2593.32,1659.22,512.28,533.16,1272.27,74.77,81.38,102.03,213.41,139.74,588.63,14.88,18.88
Stratum Hydro Co,1997,Renewables & Utilities,1092.23,75.87,2675.88,1527.68,511.27,459.26,1279.37,65.8,89.84,71.31,254.81,176.19,784.16,92.62,35.56
Stratum Hydro Co,1998,Renewables & Utilities,1201.92,142.71,3008.86,2115.69,864.02,774.62,1630.79,132.43,109.33,108.34,271.98,253.55,721.99,53.22,16.55
Stratum Hydro Co,1999,Renewables & Utilities,1409.26,110.76,3412.5,2034.05,1073.89,451.04,2074.36,140.91,197.27,80.5,220.64,208.72,764.03,31.3,40.13
Stratum Hydro Co,2000,Renewables & Utilities,1478.03,114.6,3924.14,2831.56,846.01,698.03,2199.2,95.15,206.1,182.67,334.1,317.07,1260.95,172.95,83.31
Stratum Hydro Co,2001,Renewables & Utilities,1547.8,151.36,4073.1,2864.35,1215.98,842.22,2084.77,190.68,176.98,148.53,333.61,304.94,1062.64,157.35,121.89
Stratum Hydro Co,2002,Renewables & Utilities,1868.76,200.82,4853.35,3420.11,980.71,1252.1,2617.27,198.55,236.47,175.18,455.61,332.28,1039.71,215.55,136.14
Stratum Hydro Co,2003,Renewables & Utilities,2124.09,187.38,4883.18,3633.89,1478.72,1404.66,2470.37,272.17,207.13,126.35,497.92,434.71,1212.22,207.16,158.06
Stratum Hydro Co,2004,Renewables & Utilities,2422.66,150.11,5647.56,3587.69,1197.42,1244.63,2958.54,308.49,283.56,165.71,543.42,474.38,1145.96,28.33,67.24
Stratum Hydro Co,2005,Renewables & Utilities,2695.99,139.88,6108.04,4579.68,1432.51,1341.28,2503.38,247.96,173.22,158.38,526.76,351.52,2027.95,313.88,243.02
Stratum Hydro Co,2006,Renewables & Utilities,3036.57,280.82,7208.8,4933.91,1681.83,1938.25,3989.25,384.42,293.5,185.11,796.29,582.24,2563.6,423.58,234.76
Stratum Hydro Co,2007,Renewables & Utilities,2894.76,251.24,7250.28,5094.44,2154.09,1178.04,3935.09,404.96,239.27,324.35,555.18,501.03,2259.89,282.55,47.98
Stratum Hydro Co,2008,Renewables & Utilities,3594.93,303.49,8299.68,4670.61,2277.02,1726.69,4380.38,492.2,389.88,180.59,800.23,722.8,1690.99,223.02,152.16
Stratum Hydro Co,2009,Renewables & Utilities,3998.19,294.28,9066.71,6950.88,2771.82,1656.0,5131.03,311.29,420.21,343.42,998.76,866.93,3271.73,499.47,264.79
Stratum Hydro Co,2010,Renewables & Utilities,4155.89,403.91,10103.02,6686.05,2472.09,2609.53,4793.12,454.97,463.2,300.23,1035.15,753.8,3198.51,365.0,68.1
Stratum Hydro Co,2011,Renewables & Utilities,5168.92,374.71,11012.28,8206.22,2319.77,2923.32,6773.28,319.95,434.94,357.92,1179.84,936.28,3923.13,467.25,411.51
Stratum Hydro Co,2012,Renewables & Utilities,5413.0,282.45,12191.45,8671.8,3490.45,3170.62,5074.69,474.74,321.94,408.72,1347.29,887.74,3337.44,155.2,274.65
Stratum Hydro Co,2013,Renewables & Utilities,6041.17,229.09,13936.61,7976.57,4304.74,2013.44,7196.16,539.2,608.99,370.35,1690.9,1366.12,2403.16,683.65,206.41
Stratum Hydro Co,2014,Renewables & Utilities,7016.91,524.47,15559.21,8842.24,4904.11,2274.24,7819.09,435.07,628.77,498.33,1349.21,1248.88,3830.15,761.23,581.08
Stratum Hydro Co,2015,Renewables & Utilities,7368.43,666.99,17152.69,10301.3,5376.09,3690.96,10439.17,856.92,846.79,475.16,1627.1,1433.72,5219.27,175.7,326.31
Stratum Hydro Co,2016,Renewables & Utilities,7645.06,848.6,19237.26,11407.43,4531.74,3644.13,9395.08,1003.19,754.74,614.31,1833.32,1608.56,4360.68,995.56,551.53
Stratum Hydro Co,2017,Renewables & Utilities,9265.92,775.08,21405.73,14014.54,6418.19,5495.15,10700.09,965.45,771.71,568.45,2205.98,2073.85,7549.54,1199.41,782.62
Stratum Hydro Co,2018,Renewables & Utilities,10178.83,666.02,23062.56,13998.82,6521.18,4030.21,14210.5,684.41,1387.3,578.0,2431.34,1977.32,5174.78,1108.48,185.52
Stratum Hydro Co,2019,Renewables & Utilities,10664.86,1144.84,24354.7,15115.03,7367.83,5022.58,12813.25,1140.3,774.74,713.5,2306.84,1744.78,4801.16,1324.72,471.99
Stratum Hydro Co,2020,Renewables & Utilities,11782.38,1058.84,28315.8,18694.38,5105.17,5869.78,13852.98,743.85,1200.13,1142.76,2890.92,2002.87,6139.23,1598.79,410.38
Stratum Hydro Co,2021,Renewables & Utilities,13303.24,720.54,31301.43,23496.25,7078.13,8097.02,14689.8,1395.36,1035.3,712.95,2754.36,2065.82,7171.44,47.62,440.89
Stratum Hydro Co,2022,Renewables & Utilities,13902.27,933.82,34473.08,24937.05,10423.19,9683.91,19447.06,1896.89,1367.13,1502.08,3982.55,3539.36,11309.15,1294.71,885.54
Stratum Hydro Co,2023,Renewables & Utilities,17881.22,651.01,35835.49,20647.53,6653.31,7948.44,17093.16,2496.13,1695.74,1054.81,2934.33,2000.94,10539.53,132.94,613.7
Stratum Hydro Co,2024,Renewables & Utilities,17869.37,1282.54,42611.25,31619.02,13046.24,7284.3,18186.48,2054.25,1114.83,1506.54,4524.16,4241.02,12720.63,1143.27,1060.71
Ember Solar Power Group,1989,Renewables & Utilities,4825.46,359.77,13503.34,8396.74,3922.44,2488.65,7326.74,598.29,489.76,349.4,1136.42,749.89,3943.59,288.32,431.06
Ember Solar Power Group,1990,Renewables & Utilities,5475.39,502.96,13833.36,8173.98,3470.7,2708.02,6740.14,761.13,446.5,484.55,862.87,698.45,2599.38,564.86,255.09
Ember Solar Power Group,1991,Renewables & Utilities,6466.23,270.39,15690.17,9317.85,2937.95,2756.9,6611.43,754.28,496.22,337.3,1579.3,1058.02,4740.35,322.42,601.5
Ember Solar Power Group,1992,Renewables & Utilities,6593.21,210.2,17909.15,13622.06,3361.21,4874.45,10101.83,449.64,720.14,664.41,2109.83,1870.93,5445.74,576.99,155.83
Ember Solar Power Group,1993,Renewables & Utilities,6848.62,743.79,18843.18,11952.27,5767.6,3746.67,7698.08,948.38,718.25,537.01,1717.71,1250.09,4109.26,1104.21,324.77
Ember Solar Power Group,1994,Renewables & Utilities,7496.04,646.33,22260.79,13577.54,5028.47,5353.43,11293.86,832.05,930.3,858.24,1612.18,1052.54,5344.31,981.88,406.79
Ember Solar Power Group,1995,Renewables & Utilities,9706.15,477.83,22447.73,16779.75,4726.96,3693.37,9163.25,960.32,826.47,686.07,2045.04,1621.36,8000.41,256.41,722.81
Ember Solar Power Group,1996,Renewables & Utilities,9000.5,1211.89,25284.43,18411.44,4566.34,4106.94,11718.02,1133.64,1063.74,606.0,2083.89,1423.17,5855.27,1072.45,947.76
Ember Solar Power Group,1997,Renewables & Utilities,11972.74,1459.34,28152.18,18411.14,6262.53,6359.83,12654.22,1405.41,963.19,874.69,3374.67,2788.02,8634.98,68.39,415.18
Ember Solar Power Group,1998,Renewables & Utilities,12221.16,1440.77,31845.86,23557.52,9302.92,8572.72,14345.12,941.17,1108.95,1496.96,2898.37,2576.7,11731.03,1645.93,1122.94
Ember Solar Power Group,1999,Renewables & Utilities,13206.42,1491.96,34458.23,19372.93,9395.54,5806.73,14609.82,1830.72,1408.94,1244.06,2731.48,2181.63,10088.3,1202.92,803.39
Ember Solar Power Group,2000,Renewables & Utilities,15891.56,1333.56,39685.54,30410.52,10260.65,11570.14,21032.1,1907.0,1273.69,1355.94,2599.6,2388.95,10945.58,1066.27,758.71
Ember Solar Power Group,2001,Renewables & Utilities,16978.64,1613.8,43664.21,30678.59,9069.95,10563.96,26207.14,1702.53,1817.73,1585.27,3233.57,2994.22,15323.41,97.87,798.2
Ember Solar Power Group,2002,Renewables & Utilities,18996.81,2016.23,49071.07,27828.15,12567.52,6868.58,27825.31,2135.4,2090.0,1715.03,3282.78,2373.94,11005.02,2002.33,1556.15
Ember Solar Power Group,2003,Renewables & Utilities,21316.81,1719.46,51548.86,37645.17,11319.43,13824.92,26685.17,1785.65,1645.19,1807.41,4367.67,2852.98,13275.21,1741.43,366.95
Ember Solar Power Group,2004,Renewables & Utilities,24547.64,1993.95,59908.68,37026.55,13393.88,11970.73,32034.74,1580.44,2381.42,2026.86,4187.42,3369.67,19430.72,1899.63,1217.19
Ember Solar Power Group,2005,Renewables & Utilities,24788.73,2639.45,64946.46,43318.77,17179.01,16611.46,29328.12,3073.32,2556.36,2333.78,5479.4,4945.61,22632.99,928.43,466.28
Ember Solar Power Group,2006,Renewables & Utilities,27957.61,1415.21,68994.34,49270.15,13478.21,13471.59,35736.39,3386.74,2260.87,2616.4,5437.06,4441.48,26122.01,2702.6,1318.74
Ember Solar Power Group,2007,Renewables & Utilities,30348.22,3225.48,75875.31,44564.69,19651.94,13729.73,39134.75,1967.84,3336.21,1563.1,7611.89,6387.86,24378.29,2653.61,1311.82
Ember Solar Power Group,2008,Renewables & Utilities,34770.93,3398.94,83937.96,59171.57,21586.29,17386.39,43010.94,4717.06,3562.09,3491.32,8291.79,5436.48,18635.69,2396.87,920.67
Ember Solar Power Group,2009,Renewables & Utilities,37204.59,2740.13,97570.61,57674.68,22090.55,18855.16,40528.23,4979.13,3154.15,3017.82,8634.39,6004.6,24303.71,779.8,1647.14
Ember Solar Power Group,2010,Renewables & Utilities,41657.54,3992.54,109994.94,70435.56,19886.12,23764.3,65838.46,5559.58,6413.89,4392.14,8968.14,7950.62,25515.81,5270.02,1079.08
Ember Solar Power Group,2011,Renewables & Utilities,44792.16,4419.14,116566.16,87055.3,29625.97,31324.68,50125.82,5416.26,4603.32,4156.63,10916.14,9207.64,40067.42,1127.26,1043.41
Ember Solar Power Group,2012,Renewables & Utilities,50852.11,3885.48,122827.37,91839.83,27462.66,36056.05,62535.47,3800.39,4426.1,5869.22,10450.14,9802.82,28854.8,4919.71,3119.66
Ember Solar Power Group,2013,Renewables & Utilities,59222.82,6630.47,147858.1,82249.43,33026.02,29553.64,76879.32,6645.82,4977.45,2846.88,14230.1,9623.71,40190.05,5493.28,2801.7
Ember Solar Power Group,2014,Renewables & Utilities,67694.01,5124.35,159381.54,89025.69,41772.88,27423.39,72799.99,5082.73,6070.46,2688.24,15690.63,12106.16,43740.52,5097.04,1094.82
Ember Solar Power Group,2015,Renewables & Utilities,69742.02,5045.34,173894.39,121498.32,49940.44,28614.64,78638.78,5333.2,6661.22,6228.47,13824.51,11473.91,37083.94,3722.53,6658.47
Ember Solar Power Group,2016,Renewables & Utilities,79673.59,9634.68,189244.93,138256.17,58190.1,44570.17,97549.4,5015.66,5952.48,5830.64,21935.92,16416.14,43582.6,8387.83,2744.19
Ember Solar Power Group,2017,Renewables & Utilities,93911.08,10730.51,206477.23,140218.86,50771.21,44964.39,89208.59,9744.93,7843.5,5745.01,21428.01,14931.52,59096.82,4777.27,6330.93
Ember Solar Power Group,2018,Renewables & Utilities,107216.66,12785.46,225853.31,157083.68,57121.72,49533.73,95149.44,9154.38,8044.0,6296.95,25333.62,22425.9,78828.67,3504.12,7317.93
Ember Solar Power Group,2019,Renewables & Utilities,116189.31,4149.53,259773.92,156739.71,72971.73,44344.01,155585.36,11630.09,13850.77,9585.97,27129.46,18328.09,80904.81,11659.79,5287.5
Ember Solar Power Group,2020,Renewables & Utilities,126512.11,11636.13,295942.66,227681.78,84214.05,77162.08,150539.68,16764.89,12811.61,13177.4,27194.56,19126.29,118173.41,6067.03,3414.72
Ember Solar Power Group,2021,Renewables & Utilities,132171.23,9944.99,295260.31,191783.87,91421.06,54521.54,146474.7,17835.96,9010.66,12291.94,38228.72,35431.74,59690.26,16658.94,4807.42
Ember Solar Power Group,2022,Renewables & Utilities,163674.96,20020.65,331065.03,203383.91,89098.48,62094.29,193354.83,20557.27,16554.36,8978.85,21650.46,17537.59,96924.56,10843.99,7405.26
Ember Solar Power Group,2023,Renewables & Utilities,172166.56,17361.14,391065.97,303145.48,112871.22,94352.98,219510.06,19845.94,14265.06,18445.76,43332.28,39039.94,125441.79,18955.02,9952.01
Ember Solar Power Group,2024,Renewables & Utilities,181791.07,21026.08,438662.58,248264.39,135748.26,72768.91,246941.78,20549.15,20951.57,15054.93,25089.06,23805.61,105573.82,7068.98,7688.8
Bedrock Hydro Co,1989,Renewables & Utilities,1375.84,163.53,4982.79,2834.81,1154.66,1117.73,2726.95,155.64,182.46,104.76,352.99,241.6,1441.54,236.67,120.06
Bedrock Hydro Co,1990,Renewables & Utilities,1530.42,90.97,5642.55,3266.19,1526.01,1006.47,3471.32,92.97,337.16,98.59,265.73,238.86,1426.08,283.86,184.28
Bedrock Hydro Co,1991,Renewables & Utilities,1577.75,153.27,6323.94,3935.59,1844.86,1456.02,3217.77,125.34,239.22,224.88,344.35,233.49,1641.91,8.48,181.8
Bedrock Hydro Co,1992,Renewables & Utilities,1879.25,86.75,6763.87,4909.31,1896.73,1155.33,3911.89,140.64,386.94,270.09,351.89,257.67,2326.05,92.54,129.45
