company,year,esg_capex,green_assets,scope1_emissions_tco2e,scope2_emissions_tco2e,esg_score,sustainability_projects,sector,rating_provider,rating_year,environmental_sub_score,social_sub_score,governance_sub_score,controversies_count,water_withdrawal_kl,waste_generated_mt,renewable_energy_pct,women_in_leadership_pct,ltifr,assurance_level,assurance_provider
Buttress IT Services Group,2002,1322.05,1435.37,25416.26,10738.81,80.88,10,Information Technology,S&P CSA,2002,78.35,88.24,88.41,6,4029272.0,91321.3,37.28,32.63,0.403,Reasonable,—
Buttress IT Services Group,2003,1805.36,1543.64,29651.94,15118.17,82.61,9,Information Technology,CDP,2003,90.6,77.48,80.72,3,2579293.2,68237.8,53.69,32.15,0.05,Limited,EY
Buttress IT Services Group,2004,2275.58,2240.85,27865.23,13525.05,85.62,9,Information Technology,Sustainalytics,2004,87.63,85.86,93.66,1,818603.4,142175.4,45.83,31.39,0.556,Limited,BSI
Buttress IT Services Group,2005,2095.44,8835.83,28619.48,17684.43,88.62,13,Information Technology,CDP,2005,81.13,85.37,88.9,3,4474091.8,377684.4,32.2,24.26,0.178,Limited,DNV
Buttress IT Services Group,2006,4490.87,6119.98,42082.91,22788.57,87.54,15,Information Technology,Internal,2006,98.0,90.02,94.51,1,2409446.1,75711.5,55.05,33.82,0.05,None,—
Buttress IT Services Group,2007,5323.56,9630.06,44129.73,21331.14,88.8,19,Information Technology,CDP,2007,88.15,86.32,84.27,0,7375830.4,482044.3,51.64,25.32,0.05,Limited,ERM
Buttress IT Services Group,2008,2851.97,8086.73,38211.85,21468.02,94.15,14,Information Technology,S&P CSA,2008,94.33,88.23,98.0,1,1621031.1,438909.2,25.36,27.59,0.05,Reasonable,Deloitte
Buttress IT Services Group,2009,5341.63,13220.16,50404.32,28695.76,90.35,13,Information Technology,Internal,2009,92.55,83.32,98.0,0,8446623.7,264756.0,30.29,31.4,0.618,Reasonable,DNV
Buttress IT Services Group,2010,8484.79,17091.7,61212.38,41075.51,95.0,7,Information Technology,Sustainalytics,2010,94.44,95.42,98.0,3,11070266.5,236966.1,65.31,29.16,0.198,Limited,ERM
Buttress IT Services Group,2011,3978.84,9697.76,63012.35,29484.99,95.0,16,Information Technology,S&P CSA,2011,97.16,91.38,94.28,3,14146039.0,244588.0,70.33,37.78,0.36,Reasonable,Deloitte
Buttress IT Services Group,2012,5383.07,10053.41,71908.54,29572.7,95.0,15,Information Technology,S&P CSA,2012,98.0,91.16,91.23,0,16351193.5,363334.1,69.1,35.01,0.05,Limited,ERM
Buttress IT Services Group,2013,4381.38,25579.79,57189.28,37694.24,95.0,18,Information Technology,S&P CSA,2013,97.49,88.18,91.59,6,4288146.3,706685.6,55.9,40.97,0.05,None,—
Buttress IT Services Group,2014,12610.71,32547.57,83510.0,50119.34,95.0,12,Information Technology,CDP,2014,88.83,96.65,95.68,0,17687093.6,847643.5,46.15,38.78,0.631,Limited,TUV Nord
Buttress IT Services Group,2015,5735.99,23089.44,74868.17,35563.26,95.0,16,Information Technology,S&P CSA,2015,97.9,96.83,98.0,2,12396350.5,1289844.1,60.72,41.67,0.095,Limited,EY
Buttress IT Services Group,2016,18257.63,9199.32,75228.56,44130.05,95.0,19,Information Technology,Internal,2016,98.0,92.81,95.47,3,19114740.9,853124.2,73.45,39.56,0.273,Limited,ERM
Buttress IT Services Group,2017,10341.49,27413.54,93585.32,53268.45,95.0,15,Information Technology,CDP,2017,97.04,98.0,98.0,1,8020463.4,1411164.0,61.31,35.89,0.137,Limited,KPMG
Buttress IT Services Group,2018,24785.53,60042.57,121945.61,73312.45,95.0,18,Information Technology,MSCI,2018,96.91,89.33,92.36,0,28992724.2,911874.7,71.28,37.78,0.264,Limited,TUV Nord
Buttress IT Services Group,2019,11608.42,59688.2,136364.0,77414.29,95.0,14,Information Technology,Sustainalytics,2019,89.11,97.52,98.0,1,19734543.4,1111675.1,63.45,31.23,0.173,Limited,KPMG
Buttress IT Services Group,2020,31230.37,17125.65,159397.52,88864.33,95.0,16,Information Technology,CDP,2020,90.8,88.83,90.84,2,24545346.3,2569122.7,69.61,31.62,0.05,None,—
Buttress IT Services Group,2021,18170.04,47666.96,152418.79,81228.06,95.0,15,Information Technology,Sustainalytics,2021,87.89,98.0,95.82,2,16954419.4,1291270.6,63.4,40.73,0.256,None,—
Buttress IT Services Group,2022,15884.93,41067.22,199608.49,125690.91,95.0,19,Information Technology,CDP,2022,98.0,96.88,98.0,1,9791911.3,2837829.6,70.49,44.23,0.05,None,—
Buttress IT Services Group,2023,17047.27,94678.65,161346.13,107702.82,95.0,17,Information Technology,S&P CSA,2023,88.58,89.88,96.7,3,24366564.4,982043.3,63.3,40.09,0.108,Limited,Deloitte
Buttress IT Services Group,2024,33654.7,117053.41,260967.13,133606.07,95.0,15,Information Technology,S&P CSA,2024,98.0,96.19,94.87,0,20420756.2,1689641.2,56.67,45.39,0.05,None,—
Hyperion Cybersecurity,1989,132.64,176.63,3548.82,1507.11,59.32,2,Information Technology,S&P CSA,1989,63.79,64.8,64.38,3,325310.9,8551.3,8.52,11.41,0.457,Limited,ERM
Hyperion Cybersecurity,1990,113.88,239.79,3290.05,1604.39,60.19,6,Information Technology,S&P CSA,1990,54.86,59.05,68.58,4,435517.6,5862.1,11.8,21.93,0.958,Limited,Deloitte
Hyperion Cybersecurity,1991,187.21,223.55,3237.01,2275.67,60.99,1,Information Technology,MSCI,1991,55.13,61.63,57.12,4,291301.8,8356.4,20.02,10.19,0.786,Reasonable,EY
Hyperion Cybersecurity,1992,240.62,555.06,4510.66,2494.31,59.81,3,Information Technology,MSCI,1992,67.0,60.16,58.55,4,127919.5,35002.2,8.22,17.78,0.395,Reasonable,DNV
Hyperion Cybersecurity,1993,137.67,276.32,6011.09,3169.07,61.9,7,Information Technology,MSCI,1993,71.28,55.4,69.27,3,562538.5,23792.1,29.91,15.92,0.05,Limited,TUV Nord
Hyperion Cybersecurity,1994,179.79,392.85,5909.37,3022.99,62.18,7,Information Technology,S&P CSA,1994,57.91,65.04,61.62,1,509005.6,12492.5,18.39,21.59,0.255,None,—
Hyperion Cybersecurity,1995,285.89,299.51,4927.78,3220.93,66.94,7,Information Technology,Internal,1995,67.52,73.8,65.2,3,649630.6,49375.8,10.58,20.74,0.696,Limited,DNV
Hyperion Cybersecurity,1996,367.07,317.14,7122.68,3949.66,65.62,7,Information Technology,Sustainalytics,1996,61.27,63.86,68.82,1,1167307.2,54832.5,31.02,15.36,0.676,Limited,—
Hyperion Cybersecurity,1997,411.61,313.23,9376.46,5074.24,66.83,6,Information Technology,S&P CSA,1997,64.05,64.62,69.54,0,438224.7,16243.5,37.75,24.79,0.32,Limited,ERM
Hyperion Cybersecurity,1998,609.41,1520.77,8465.3,5005.38,68.75,8,Information Technology,S&P CSA,1998,66.74,64.11,75.99,3,1517774.5,68940.7,34.85,30.81,0.05,Limited,ERM
Hyperion Cybersecurity,1999,747.35,631.26,8765.26,5699.74,70.71,13,Information Technology,MSCI,1999,73.08,71.78,71.62,4,1399916.4,47753.8,53.11,26.45,0.517,None,—
Hyperion Cybersecurity,2000,486.74,760.48,11635.01,6663.61,68.73,8,Information Technology,Sustainalytics,2000,75.46,70.87,70.33,3,1866481.1,34855.5,36.55,27.44,0.646,Reasonable,BSI
Hyperion Cybersecurity,2001,816.35,1397.7,12276.8,7619.99,70.28,11,Information Technology,Internal,2001,69.41,69.49,69.86,1,1557203.7,118666.5,40.62,23.46,0.05,Reasonable,KPMG
Hyperion Cybersecurity,2002,352.42,3107.85,11129.72,6709.44,71.32,11,Information Technology,Sustainalytics,2002,74.47,67.87,81.2,2,1038746.0,42789.6,53.75,28.76,0.403,Reasonable,KPMG
Hyperion Cybersecurity,2003,1040.53,3289.87,12696.75,9138.63,71.28,12,Information Technology,MSCI,2003,63.29,75.68,75.46,5,2878743.6,85313.0,53.21,26.21,0.251,Limited,BSI
Hyperion Cybersecurity,2004,1583.34,1508.39,16052.29,10261.8,69.53,7,Information Technology,Sustainalytics,2004,75.34,70.01,68.19,3,2140082.0,98241.6,43.0,30.25,0.238,None,—
Hyperion Cybersecurity,2005,1331.44,4738.3,17328.1,8231.08,75.35,10,Information Technology,Sustainalytics,2005,82.27,76.06,82.83,1,481752.6,197530.9,37.81,30.39,0.53,None,—
Hyperion Cybersecurity,2006,691.91,4175.23,18188.93,10286.12,73.85,8,Information Technology,Sustainalytics,2006,85.42,81.63,78.25,3,1978911.1,42023.8,57.53,18.05,0.436,Limited,—
Hyperion Cybersecurity,2007,1196.5,2680.51,21494.19,13090.55,75.81,12,Information Technology,MSCI,2007,76.7,80.89,71.91,1,2989806.6,111767.9,51.75,23.12,0.315,None,—
Hyperion Cybersecurity,2008,1337.12,6565.58,21686.04,12197.21,73.68,14,Information Technology,Sustainalytics,2008,75.25,77.15,78.49,4,4567449.0,298804.7,46.71,26.79,0.05,Reasonable,—
Hyperion Cybersecurity,2009,2122.96,4525.05,28952.58,14518.75,78.18,14,Information Technology,Internal,2009,72.35,81.78,80.99,3,5931994.4,165739.1,47.03,28.68,0.671,Limited,—
Hyperion Cybersecurity,2010,3569.61,9014.23,26682.54,13585.74,74.78,14,Information Technology,Internal,2010,70.24,81.56,71.19,2,2545363.6,370041.6,55.29,32.54,0.05,None,—
Hyperion Cybersecurity,2011,1912.47,12307.85,37522.95,22708.06,77.92,13,Information Technology,S&P CSA,2011,82.67,80.5,81.27,1,3776049.5,224284.9,52.01,35.05,0.294,Limited,TUV Nord
Hyperion Cybersecurity,2012,5072.39,12079.82,34462.43,21671.66,80.09,15,Information Technology,Sustainalytics,2012,74.8,86.67,82.3,1,1801558.1,305516.2,68.71,34.36,0.274,Reasonable,—
Hyperion Cybersecurity,2013,4128.96,12703.05,53283.5,23551.27,80.89,12,Information Technology,CDP,2013,73.94,85.0,82.88,2,7734028.5,185917.4,61.63,35.7,0.102,None,—
Hyperion Cybersecurity,2014,3797.03,19758.43,43364.24,23281.39,76.82,9,Information Technology,S&P CSA,2014,69.01,82.86,73.14,0,6871726.9,359239.1,61.69,31.98,0.05,Limited,TUV Nord
Hyperion Cybersecurity,2015,5822.63,11032.26,44833.8,28158.7,80.06,15,Information Technology,S&P CSA,2015,75.59,76.7,86.97,4,7836372.2,566682.6,57.94,47.2,0.221,Limited,EY
Hyperion Cybersecurity,2016,5495.7,7017.36,58563.73,32918.0,82.46,14,Information Technology,Sustainalytics,2016,79.4,81.33,78.93,2,12197701.5,596266.1,64.91,36.18,0.05,Limited,—
Hyperion Cybersecurity,2017,7338.9,28674.36,60587.12,42143.29,80.39,18,Information Technology,S&P CSA,2017,85.81,76.08,74.97,3,11922514.4,530432.1,66.01,36.23,0.05,Limited,Deloitte
Hyperion Cybersecurity,2018,11196.2,27180.49,60504.08,43926.47,83.29,18,Information Technology,CDP,2018,77.39,78.63,83.4,2,3534829.5,321129.9,66.07,37.38,0.05,Limited,KPMG
Hyperion Cybersecurity,2019,12256.42,35779.61,70240.82,35518.23,80.5,17,Information Technology,MSCI,2019,80.98,87.22,90.34,2,5559374.6,709458.7,76.33,44.15,0.05,None,—
Hyperion Cybersecurity,2020,20538.78,42880.67,89609.69,45206.9,81.96,20,Information Technology,CDP,2020,89.19,89.09,78.09,1,4076209.3,1213018.3,64.46,43.91,0.05,Reasonable,DNV
Hyperion Cybersecurity,2021,13769.61,44615.19,89101.52,42628.9,82.73,15,Information Technology,MSCI,2021,93.27,82.39,91.57,3,17972612.6,421539.6,59.09,45.67,0.107,Limited,TUV Nord
Hyperion Cybersecurity,2022,19450.72,28412.26,75977.1,44604.88,87.86,16,Information Technology,Internal,2022,92.57,84.04,82.75,1,10641964.3,1585067.0,57.35,45.52,0.05,Limited,KPMG
Hyperion Cybersecurity,2023,11652.97,58419.38,118069.72,50749.4,83.95,18,Information Technology,Internal,2023,81.01,86.71,83.9,2,23274814.0,1704963.5,67.21,42.66,0.05,Limited,TUV Nord
Hyperion Cybersecurity,2024,11123.58,24090.63,97269.01,70654.26,89.7,19,Information Technology,Sustainalytics,2024,92.33,95.42,90.21,3,24508343.4,552228.0,72.33,44.44,0.258,Limited,TUV Nord
Quarry Analytics Industries,1989,77.29,388.29,3048.25,2190.01,62.42,6,Information Technology,S&P CSA,1989,73.2,56.05,61.81,3,211372.7,28085.4,12.76,27.19,0.411,Limited,EY
Quarry Analytics Industries,1990,116.94,354.6,3606.33,2081.72,64.48,10,Information Technology,Internal,1990,61.68,63.57,67.44,1,403477.0,26612.0,19.79,15.07,1.149,Limited,DNV
Quarry Analytics Industries,1991,174.58,195.68,4144.68,1879.53,61.35,8,Information Technology,S&P CSA,1991,64.34,58.92,67.7,0,386991.6,9603.1,12.16,11.35,0.674,None,—
Quarry Analytics Industries,1992,177.33,534.25,3895.0,2570.37,63.46,8,Information Technology,Internal,1992,55.49,62.87,57.78,1,94053.0,11143.1,26.8,13.05,0.909,Limited,ERM
Quarry Analytics Industries,1993,307.75,588.19,5045.62,3492.6,68.45,7,Information Technology,Internal,1993,62.1,70.3,74.6,2,213285.1,11123.0,5.72,21.07,0.556,Limited,EY
Quarry Analytics Industries,1994,338.49,485.48,4974.47,2887.54,70.29,10,Information Technology,Internal,1994,74.36,68.54,72.12,2,504222.2,45230.9,21.31,13.16,0.391,Reasonable,KPMG
Quarry Analytics Industries,1995,198.57,1050.2,5037.48,3521.49,68.02,3,Information Technology,MSCI,1995,78.88,72.66,72.33,5,1096414.0,26229.3,21.88,22.46,0.609,None,—
Quarry Analytics Industries,1996,369.11,903.84,5914.5,2866.66,73.73,8,Information Technology,S&P CSA,1996,84.17,76.98,82.38,0,395644.2,63365.0,15.27,21.22,0.77,Reasonable,DNV
Quarry Analytics Industries,1997,446.32,378.58,6927.38,3829.78,74.92,14,Information Technology,S&P CSA,1997,69.8,75.56,75.55,1,956648.5,20997.3,37.81,21.0,0.524,Limited,BSI
Quarry Analytics Industries,1998,241.07,1168.69,8319.54,4657.44,76.94,11,Information Technology,MSCI,1998,81.9,79.86,86.64,3,1139285.7,80978.8,40.15,26.34,0.197,Limited,KPMG
Quarry Analytics Industries,1999,575.95,821.09,10677.17,5729.44,79.67,12,Information Technology,MSCI,1999,78.17,79.45,78.85,1,941989.3,14773.4,28.71,22.97,0.4,Limited,DNV
Quarry Analytics Industries,2000,255.64,583.31,8849.32,6245.87,79.54,6,Information Technology,S&P CSA,2000,87.88,74.32,74.88,2,1645814.9,108789.9,43.14,17.05,0.304,Limited,EY
Quarry Analytics Industries,2001,255.28,1344.1,10901.74,6233.18,79.12,12,Information Technology,Internal,2001,72.35,79.43,85.72,2,1299994.3,57636.5,47.86,27.15,0.193,Limited,EY
Quarry Analytics Industries,2002,980.12,2739.03,12189.85,8852.5,81.53,8,Information Technology,S&P CSA,2002,82.67,86.21,85.97,2,1863229.2,64905.8,38.58,19.17,0.273,None,—
Quarry Analytics Industries,2003,524.57,985.1,12230.94,5843.76,81.99,5,Information Technology,CDP,2003,80.81,89.04,79.0,2,1113319.7,149471.2,28.75,37.78,0.477,Limited,DNV
Quarry Analytics Industries,2004,1353.58,1347.52,14395.43,9048.03,83.03,12,Information Technology,Sustainalytics,2004,83.26,76.27,88.19,1,808831.5,82737.0,34.83,35.19,0.142,Limited,ERM
Quarry Analytics Industries,2005,2155.12,4585.24,19554.91,12820.39,87.42,7,Information Technology,S&P CSA,2005,91.81,80.17,84.98,0,3480861.9,78833.7,39.11,22.26,0.11,Limited,BSI
Quarry Analytics Industries,2006,1821.48,4354.98,15692.68,8332.34,88.8,13,Information Technology,MSCI,2006,89.01,91.98,92.23,4,1282554.3,201599.5,44.01,31.47,0.433,None,—
Quarry Analytics Industries,2007,2018.4,3218.26,16796.74,11245.3,89.93,16,Information Technology,Internal,2007,91.22,97.05,96.74,3,3129618.8,113926.9,42.99,24.73,0.329,Limited,Deloitte
Quarry Analytics Industries,2008,1457.91,2335.3,28933.56,14507.5,91.57,15,Information Technology,MSCI,2008,93.01,98.0,98.0,0,1774047.2,119534.5,49.38,32.88,0.188,None,—
Quarry Analytics Industries,2009,3046.75,8255.6,22493.82,15825.25,94.01,11,Information Technology,CDP,2009,98.0,86.96,96.38,1,5572134.0,83114.1,53.04,33.79,0.334,None,—
Quarry Analytics Industries,2010,1982.19,2667.6,31697.12,14831.28,95.0,14,Information Technology,Sustainalytics,2010,98.0,94.11,95.1,0,3698309.1,322078.0,66.92,35.31,0.276,Reasonable,BSI
Quarry Analytics Industries,2011,1208.62,3223.07,37776.06,24198.4,95.0,15,Information Technology,S&P CSA,2011,89.86,95.13,97.03,3,4189347.2,321077.6,60.16,38.77,0.069,Reasonable,Deloitte
Quarry Analytics Industries,2012,5923.4,5505.23,37370.44,16706.81,95.0,15,Information Technology,Sustainalytics,2012,98.0,87.39,96.18,2,8385345.7,342975.3,62.18,33.15,0.09,Reasonable,—
Quarry Analytics Industries,2013,6571.18,9137.17,32757.72,17072.92,95.0,13,Information Technology,CDP,2013,98.0,94.22,98.0,4,3472300.7,233586.1,78.22,43.52,0.602,Limited,Deloitte
Quarry Analytics Industries,2014,7131.53,13821.13,34528.53,17949.09,95.0,16,Information Technology,S&P CSA,2014,98.0,98.0,97.35,3,7830975.0,213098.2,78.83,33.98,0.189,None,—
Quarry Analytics Industries,2015,4560.98,9497.59,44805.24,23009.54,95.0,19,Information Technology,MSCI,2015,97.52,90.39,93.94,0,11118323.3,684984.0,56.61,38.2,0.05,Limited,TUV Nord
Quarry Analytics Industries,2016,5571.99,12622.68,46083.29,23923.84,95.0,14,Information Technology,Sustainalytics,2016,98.0,87.85,90.99,0,4574436.0,732841.9,61.48,40.23,0.088,Limited,TUV Nord
Quarry Analytics Industries,2017,5504.51,6409.15,56886.41,37497.4,95.0,8,Information Technology,Internal,2017,93.46,91.41,97.05,3,11404444.1,705229.4,74.13,39.85,0.05,Limited,—
Quarry Analytics Industries,2018,6917.77,28642.75,64022.67,43236.22,95.0,17,Information Technology,Internal,2018,98.0,98.0,90.91,3,15827682.9,633369.2,79.32,22.38,0.05,Limited,DNV
Quarry Analytics Industries,2019,3718.19,12927.74,74040.84,36175.42,95.0,18,Information Technology,S&P CSA,2019,91.2,92.06,90.94,0,17453472.9,627087.1,69.54,33.5,0.05,Limited,TUV Nord
Quarry Analytics Industries,2020,13173.94,9301.1,74728.55,34502.97,95.0,21,Information Technology,Internal,2020,98.0,87.34,92.35,1,5744174.5,241791.9,76.85,38.4,0.05,Limited,ERM
Quarry Analytics Industries,2021,4685.58,37410.79,80931.39,32950.68,95.0,22,Information Technology,Sustainalytics,2021,94.29,98.0,91.51,2,11247025.8,1373210.0,44.54,48.48,0.156,Reasonable,TUV Nord
Quarry Analytics Industries,2022,18302.23,29970.53,112286.74,63945.68,95.0,20,Information Technology,Sustainalytics,2022,92.08,88.59,91.88,2,20807238.7,643523.6,83.18,32.14,0.383,None,—
Quarry Analytics Industries,2023,22059.07,33859.11,99400.65,49099.55,95.0,20,Information Technology,S&P CSA,2023,98.0,94.62,98.0,0,16056379.1,829416.0,54.19,38.07,0.05,Reasonable,DNV
Quarry Analytics Industries,2024,19579.21,68911.13,109734.87,63387.96,95.0,19,Information Technology,S&P CSA,2024,95.9,91.69,92.81,1,20615784.1,2173783.8,81.6,40.53,0.05,Reasonable,KPMG
Tellurium Systems Holdings,1989,46.12,138.45,1508.9,1043.37,73.11,5,Information Technology,Internal,1989,65.13,69.68,69.29,4,62130.4,10210.9,26.61,15.39,0.534,Limited,BSI
Tellurium Systems Holdings,1990,82.31,195.87,1665.17,860.96,77.96,7,Information Technology,Sustainalytics,1990,87.64,70.97,81.51,2,123091.2,9285.9,12.37,11.13,0.561,Limited,BSI
Tellurium Systems Holdings,1991,109.26,227.36,2030.12,1206.26,77.77,10,Information Technology,MSCI,1991,87.71,78.76,73.88,1,260916.5,13266.5,25.37,25.59,0.749,None,—
Tellurium Systems Holdings,1992,55.56,113.52,1864.97,837.11,79.06,8,Information Technology,Sustainalytics,1992,86.82,72.38,73.71,1,186762.0,3717.3,37.96,17.58,0.181,Limited,—
Tellurium Systems Holdings,1993,41.51,201.17,2135.39,1215.49,80.36,11,Information Technology,S&P CSA,1993,90.33,87.44,79.9,2,143960.5,21594.3,21.0,20.85,0.803,Limited,DNV
Tellurium Systems Holdings,1994,166.52,295.53,2634.9,2044.51,80.29,3,Information Technology,S&P CSA,1994,89.46,84.71,78.34,3,346498.2,20990.3,30.85,15.07,0.342,None,—
Tellurium Systems Holdings,1995,165.36,266.62,3236.65,1988.52,81.73,7,Information Technology,S&P CSA,1995,81.04,81.14,82.76,0,516582.6,26262.1,32.32,26.63,0.551,Limited,KPMG
Tellurium Systems Holdings,1996,144.7,360.92,3419.69,1736.95,87.45,4,Information Technology,Internal,1996,79.82,89.03,86.67,3,486343.6,28751.4,27.64,32.04,0.158,Limited,Deloitte
Tellurium Systems Holdings,1997,257.66,574.69,3575.72,1501.47,86.78,6,Information Technology,MSCI,1997,83.82,92.53,95.2,4,639808.4,12405.5,32.07,13.92,0.295,None,—
Tellurium Systems Holdings,1998,158.17,518.83,3394.93,2604.39,87.32,9,Information Technology,MSCI,1998,92.3,91.48,90.57,3,564601.3,38986.8,20.69,23.04,0.443,Reasonable,TUV Nord
Tellurium Systems Holdings,1999,281.92,351.45,4621.87,2181.14,88.34,8,Information Technology,S&P CSA,1999,81.79,90.11,83.44,0,666648.6,13139.5,33.91,28.32,0.613,Limited,ERM
Tellurium Systems Holdings,2000,100.7,676.26,4691.54,2372.87,91.19,5,Information Technology,Sustainalytics,2000,95.34,98.0,90.7,5,695930.9,14487.5,25.26,18.61,0.061,Limited,Deloitte
Tellurium Systems Holdings,2001,328.57,949.26,5723.74,2707.55,93.87,9,Information Technology,MSCI,2001,98.0,93.9,94.22,1,734086.9,29678.3,37.2,23.66,0.05,Limited,KPMG
Tellurium Systems Holdings,2002,611.7,652.38,5785.36,3705.19,91.92,12,Information Technology,CDP,2002,89.25,86.18,94.93,1,603703.0,41657.0,42.88,17.83,0.455,None,—
Tellurium Systems Holdings,2003,398.38,1045.42,6502.73,3518.29,95.0,9,Information Technology,S&P CSA,2003,89.12,90.81,90.89,0,856088.9,29040.9,34.73,23.2,0.986,Reasonable,Deloitte
Tellurium Systems Holdings,2004,360.01,632.37,8079.23,3896.53,95.0,14,Information Technology,S&P CSA,2004,94.09,98.0,98.0,0,1524535.5,94473.8,29.64,30.17,0.199,Reasonable,EY
Tellurium Systems Holdings,2005,237.56,864.65,8650.3,6094.09,95.0,13,Information Technology,Sustainalytics,2005,92.8,98.0,97.8,3,1030822.8,56082.8,49.69,29.83,0.173,Limited,EY
Tellurium Systems Holdings,2006,529.15,1583.82,11264.25,5757.06,95.0,9,Information Technology,Sustainalytics,2006,98.0,98.0,98.0,0,422275.2,78869.8,35.77,40.82,0.122,Reasonable,—
Tellurium Systems Holdings,2007,976.6,995.63,11033.35,6094.92,95.0,18,Information Technology,MSCI,2007,89.28,98.0,98.0,3,408871.4,34038.7,64.58,31.66,0.564,Limited,EY
Tellurium Systems Holdings,2008,1611.8,1575.05,11451.07,7806.82,95.0,15,Information Technology,Sustainalytics,2008,98.0,98.0,91.15,1,1415716.3,130839.3,58.42,32.09,0.514,Reasonable,BSI
Tellurium Systems Holdings,2009,1712.23,3947.2,11994.44,5612.85,95.0,10,Information Technology,MSCI,2009,94.73,98.0,98.0,3,2345831.4,134002.4,56.45,26.38,0.05,Limited,DNV
Tellurium Systems Holdings,2010,626.18,4211.24,13135.03,7385.72,95.0,12,Information Technology,Sustainalytics,2010,98.0,96.12,98.0,4,895438.4,148790.9,55.44,30.41,0.05,Reasonable,KPMG
Tellurium Systems Holdings,2011,1001.89,5497.1,17130.08,11483.66,95.0,15,Information Technology,CDP,2011,98.0,92.98,98.0,1,978041.8,223514.5,50.2,39.41,0.234,Limited,ERM
Tellurium Systems Holdings,2012,2873.42,3147.54,20608.55,12501.17,95.0,13,Information Technology,Internal,2012,87.06,94.7,98.0,2,1298325.5,244811.0,44.62,31.58,0.063,Limited,—
Tellurium Systems Holdings,2013,3337.81,6787.23,20379.52,11469.0,95.0,13,Information Technology,CDP,2013,98.0,98.0,93.8,5,3492736.1,137811.6,44.72,35.22,0.099,Reasonable,DNV
Tellurium Systems Holdings,2014,3617.55,7132.36,21804.62,15657.58,95.0,13,Information Technology,Sustainalytics,2014,98.0,93.42,98.0,0,1091748.5,268115.5,63.23,39.67,0.342,Limited,KPMG
Tellurium Systems Holdings,2015,4280.85,9261.88,28506.74,17049.87,95.0,15,Information Technology,S&P CSA,2015,92.44,89.17,92.52,4,6101017.2,246404.0,62.74,25.52,0.05,None,—
Tellurium Systems Holdings,2016,1748.51,5741.12,28048.13,16815.3,95.0,16,Information Technology,Sustainalytics,2016,98.0,90.71,89.04,1,1293014.5,323952.2,70.88,35.79,0.062,Limited,TUV Nord
Tellurium Systems Holdings,2017,4757.64,12462.64,29468.73,15329.77,95.0,14,Information Technology,Internal,2017,98.0,94.81,98.0,2,8100019.1,173993.0,49.78,34.08,0.05,Limited,DNV
Tellurium Systems Holdings,2018,1520.62,11022.69,34436.35,19257.62,95.0,18,Information Technology,S&P CSA,2018,98.0,96.62,91.38,3,3351909.1,540470.6,95.0,35.37,0.208,None,—
Tellurium Systems Holdings,2019,7510.25,16509.15,40413.38,23488.81,95.0,22,Information Technology,S&P CSA,2019,98.0,87.69,98.0,1,10389988.0,107877.6,54.78,37.77,0.05,Limited,EY
Tellurium Systems Holdings,2020,7424.05,8313.17,32585.31,19122.32,95.0,15,Information Technology,MSCI,2020,98.0,87.32,96.54,0,10788858.1,604716.1,70.55,42.6,0.05,Limited,DNV
Tellurium Systems Holdings,2021,7767.79,11309.56,46387.97,23926.23,95.0,16,Information Technology,S&P CSA,2021,98.0,98.0,95.75,4,4149720.7,786930.9,67.4,41.37,0.145,Limited,Deloitte
Tellurium Systems Holdings,2022,9739.48,5781.87,49675.77,26034.17,95.0,19,Information Technology,S&P CSA,2022,98.0,98.0,98.0,1,13165750.6,570526.8,57.82,43.35,0.05,Limited,KPMG
Tellurium Systems Holdings,2023,12719.11,10497.77,50725.22,24424.42,95.0,16,Information Technology,CDP,2023,89.48,89.36,97.06,0,4722966.8,523002.2,58.63,48.17,0.05,Limited,BSI
Tellurium Systems Holdings,2024,16522.16,27605.87,52801.11,28896.11,95.0,24,Information Technology,Sustainalytics,2024,96.81,98.0,94.01,0,17029085.4,765501.7,75.74,46.17,0.05,None,—
Megalith IT Services Holdings,1989,63.21,99.37,1358.82,982.94,50.51,7,Information Technology,S&P CSA,1989,57.41,50.0,58.53,1,107117.5,6714.5,19.43,9.98,0.654,Limited,—
Megalith IT Services Holdings,1990,66.23,154.69,1601.64,779.46,48.83,7,Information Technology,S&P CSA,1990,56.95,49.5,47.98,1,244908.6,3731.1,31.92,16.31,0.574,Reasonable,Deloitte
Megalith IT Services Holdings,1991,80.98,81.42,2088.99,1249.44,51.24,4,Information Technology,Sustainalytics,1991,55.13,52.24,48.57,4,63135.6,5294.4,30.22,17.1,0.69,None,—
Megalith IT Services Holdings,1992,98.74,155.55,2201.7,1015.77,51.91,10,Information Technology,MSCI,1992,55.56,50.98,60.91,3,235416.7,12542.9,8.31,11.5,0.665,None,—
Megalith IT Services Holdings,1993,102.96,373.86,2378.21,1299.71,54.89,7,Information Technology,Sustainalytics,1993,66.69,62.45,58.44,0,249993.7,14013.9,23.55,24.85,0.173,Reasonable,BSI
Megalith IT Services Holdings,1994,107.95,159.29,2404.03,1583.55,53.97,10,Information Technology,CDP,1994,53.8,61.86,58.24,2,353733.7,8627.7,42.58,14.67,0.661,Limited,EY
Megalith IT Services Holdings,1995,209.05,271.04,3728.57,1928.54,55.57,5,Information Technology,S&P CSA,1995,65.21,53.91,56.31,7,542775.3,14168.4,25.18,15.23,0.367,None,—
